parcel_id,owner_name,property_address,city,state,zip_code,legal_description,bid_cost,property_type,source_page,raw_text,extraction_confidence,extraction_notes
01675-03-20-00720,Unknown,ADDRESS UNKNOWN,Tulsa,OK,Unknown,LT 10 BLK 4,58.66,R,3,"18 01675-03-20-00720 ADDRESS UNKNOWN 6,750 R 58.66 443.00 | LT 10 BLK 4 CITY OF TULSA | AMOS T HALL ADDN",Medium,partial or unknown address
01775-03-29-01680,Unknown,1512 N COLUMBIA PL E,Tulsa,OK,Unknown,LT 9 BLK 2,2811.2,R HS IMP,3,"19 01775-03-29-01680 1512 N COLUMBIA PL E 7,695 R HS IMP 2,811.20 332.25 | LT 9 BLK 2 CITY OF TULSA | ANELEN HGTS THIRD ADDN",High,parsed cleanly
01800-03-35-01450,Unknown,7569 E OKLAHOMA PL N,Tulsa,OK,Unknown,LT 5 BLK 5,3546.22,R HS IMP,3,"20 01800-03-35-01450 7569 E OKLAHOMA PL N 7,200 R HS IMP 3,546.22 316.50 | LT 5 BLK 5 CITY OF TULSA | ANNAHLEE HGTS",High,parsed cleanly
01875-03-19-00200,Unknown,2612 N TRENTON AV E,Tulsa,OK,Unknown,LT 10 BLK 2,962.57,R IMP,3,"21 01875-03-19-00200 2612 N TRENTON AV E 7,000 R IMP 962.57 332.25 | LT 10 BLK 2 CITY OF TULSA | APACHE PLACE ADDN",High,parsed cleanly
01900-03-19-00560,Unknown,2711 N TRENTON AV E,Tulsa,OK,Unknown,LT 10 BLK 1,2263.03,R HS IMP,4,"22 01900-03-19-00560 2711 N TRENTON AV E 7,000 R HS IMP 2,263.03 363.75 | LT 10 BLK 1 CITY OF TULSA | APACHE PLACE SECOND ADDN",High,parsed cleanly
01900-03-19-00570,Unknown,2707 N TRENTON AV E,Tulsa,OK,Unknown,LT 11 BLK 1,249.3,R,4,"23 01900-03-19-00570 2707 N TRENTON AV E 7,000 R 249.30 302.25 | LT 11 BLK 1 CITY OF TULSA | APACHE PLACE SECOND ADDN",High,parsed cleanly
01900-03-19-01190,Unknown,ADDRESS UNKNOWN,Tulsa,OK,Unknown,S 25 LT 14 BLK 5,14.66,R,4,"24 01900-03-19-01190 ADDRESS UNKNOWN 3,500 R 14.66 286.50 | S 25 LT 14 BLK 5 CITY OF TULSA | APACHE PLACE SECOND ADDN",Medium,partial or unknown address
02000-02-23-00060,Unknown,108 E 27 ST N,Tulsa,OK,Unknown,LT 4 BLK 2,1689.16,R IMP,4,"25 02000-02-23-00060 108 E 27 ST N 7,700 R IMP 1,689.16 426.75 | LT 4 BLK 2 CITY OF TULSA | ARCHER HGTS AMD",High,parsed cleanly
02000-02-23-00290,Unknown,ADDRESS UNKNOWN,Tulsa,OK,Unknown,LT 19 BLK 3,36.66,R,4,"26 02000-02-23-00290 ADDRESS UNKNOWN 6,750 R 36.66 270.75 | LT 19 BLK 3 CITY OF TULSA | ARCHER HGTS AMD",Medium,partial or unknown address
02050-93-29-00080,Unknown,4647 S ATLANTA AV E,Tulsa,OK,Unknown,W/2 LT 3 LESS BEG NWC E152.5 S113 NW84.43,38399.79,R HS IMP,4,"27 02050-93-29-00080 4647 S ATLANTA AV E 31,500 R HS IMP 38,399.79 348.00 | W/2 LT 3 LESS BEG NWC E152.5 S113 NW84.43 CITY OF TULSA | SW72.56 N100 POB",High,parsed cleanly
02275-03-31-00390,Unknown,911 N VICTOR AV E,Tulsa,OK,Unknown,LT 9 BLK 5,859.24,R IMP,4,"28 02275-03-31-00390 911 N VICTOR AV E 7,000 R IMP 859.24 348.00 | LT 9 BLK 5 CITY OF TULSA | AUTO HGTS ADDN",High,parsed cleanly
02350-03-35-02480,Unknown,6521 E LATIMER PL N,Tulsa,OK,Unknown,E80 OF S140 LT 3 BLK 1 LESS E5 & S5 FOR ST,3996.66,R HS IMP,5,"29 02350-03-35-02480 6521 E LATIMER PL N 10,125 R HS IMP 3,996.66 363.75 | E80 OF S140 LT 3 BLK 1 LESS E5 & S5 FOR ST CITY OF TULSA | AVIATION VIEW SUB",High,parsed cleanly
02400-03-32-00700,Unknown,516 N BIRMINGHAM AV E,Tulsa,OK,Unknown,E9.9 OF LTS 3 & 4 & ALL LTS 5 & 6 BLK 1 SUB OF,4376.22,R IMP,5,"30 02400-03-32-00700 516 N BIRMINGHAM AV E 15,000 R IMP 4,376.22 332.25 | E9.9 OF LTS 3 & 4 & ALL LTS 5 & 6 BLK 1 SUB OF CITY OF TULSA | N193.6 OF BLK 1 CHEROKEE HGTS 2ND",High,parsed cleanly
02450-03-31-01980,Unknown,E HASKELL ST N,Tulsa,OK,Unknown,LTS 35 & 36 BLK 5,329.96,C,5,"31 02450-03-31-01980 E HASKELL ST N 5,953 C 329.96 302.25 | LTS 35 & 36 BLK 5 CITY OF TULSA | BAIRD ADDN AMD",Medium,partial or unknown address
02475-03-32-00810,Unknown,839 N GARY AV E,Tulsa,OK,Unknown,LT 9,2122.45,R IMP,5,"32 02475-03-32-00810 839 N GARY AV E 7,400 R IMP 2,122.45 332.25 | LT 9 CITY OF TULSA | BAKERS ADDN",High,parsed cleanly
02575-02-24-00510,Unknown,1027 E APACHE ST N,Tulsa,OK,Unknown,LT 6 BLK 1,2457.75,R IMP,5,"33 02575-02-24-00510 1027 E APACHE ST N 7,500 R IMP 2,457.75 458.25 | LT 6 BLK 1 CITY OF TULSA | BANFIELD ADDN",High,parsed cleanly
02850-02-25-01370,Unknown,346 E XYLER ST N,Tulsa,OK,Unknown,LT 1,1949.8,R IMP,5,"34 02850-02-25-01370 346 E XYLER ST N 5,880 R IMP 1,949.80 363.75 | LT 1 CITY OF TULSA | BEARDEN'S SUB RESUB L1-2 & 39-40 B7",High,parsed cleanly
03125-93-30-03560,Unknown,1411 E 50 ST S,Tulsa,OK,Unknown,LT 9 BLK 11,9854.06,R HS IMP,5,"35 03125-93-30-03560 1411 E 50 ST S 7,200 R HS IMP 9,854.06 316.50 | LT 9 BLK 11 CITY OF TULSA | BELLAIRE ACRES SECOND EXT",High,parsed cleanly
03150-93-16-00530,Unknown,3532 E 29 ST S,Tulsa,OK,Unknown,LT 5 BLK 4,11760.54,R IMP,6,"36 03150-93-16-00530 3532 E 29 ST S 6,750 R IMP 11,760.54 363.75 | LT 5 BLK 4 CITY OF TULSA | BELLAIRE HGTS ADDN",High,parsed cleanly
03175-03-32-01540,Unknown,1331 N LEWIS AV E,Tulsa,OK,Unknown,LT 19 BLK 3,799.25,C IMP,6,"37 03175-03-32-01540 1331 N LEWIS AV E 6,563 C IMP 799.25 332.25 | LT 19 BLK 3 CITY OF TULSA | BELLEVUE HGTS",High,parsed cleanly
03312-03-20-02010,Unknown,ADDRESS UNKNOWN,Tulsa,OK,Unknown,LT 7 -LESS BEG SECR LT 7 TH W 25 NE 52.82 S 46.67,58.66,R,6,"38 03312-03-20-02010 ADDRESS UNKNOWN 6,462 R 58.66 286.50 | LT 7 -LESS BEG SECR LT 7 TH W 25 NE 52.82 S 46.67 CITY OF TULSA | TO BEG BLK 2",Medium,partial or unknown address
03312-03-20-03130,Unknown,ADDRESS UNKNOWN,Tulsa,OK,Unknown,LT 5 -LESS BEG NEC TH S 65.94 SWLY 82.60 N 131.88 E,14.66,R,6,"39 03312-03-20-03130 ADDRESS UNKNOWN 2,055 R 14.66 302.25 | LT 5 -LESS BEG NEC TH S 65.94 SWLY 82.60 N 131.88 E CITY OF TULSA | 50 P.O.B. BLK 7",Medium,partial or unknown address
03312-03-20-03180,Unknown,ADDRESS UNKNOWN,Tulsa,OK,Unknown,PT LT 10 BEG NWC LT 10 TH E 50 SW 67.23 N 45.16 TO,14.66,R,6,"40 03312-03-20-03180 ADDRESS UNKNOWN 1,129 R 14.66 302.25 | PT LT 10 BEG NWC LT 10 TH E 50 SW 67.23 N 45.16 TO CITY OF TULSA | BEG BLK 7",Medium,partial or unknown address
03312-03-20-03190,Unknown,ADDRESS UNKNOWN,Tulsa,OK,Unknown,LT 11 LESS BEG SE COR LT 11 TH W 50 N 49.68 NE,14.66,R,6,"41 03312-03-20-03190 ADDRESS UNKNOWN 3,387 R 14.66 286.50 | LT 11 LESS BEG SE COR LT 11 TH W 50 N 49.68 NE CITY OF TULSA | 67.23 S 94.84 POB BLK 7",Medium,partial or unknown address
03312-03-20-03250,Unknown,ADDRESS UNKNOWN,Tulsa,OK,Unknown,LT 17 LESS BEG SW COR TH N ALONG W.L. 140 TO NW,14.66,R,7,42 03312-03-20-03250 ADDRESS UNKNOWN 99 R 14.66 270.75 | LT 17 LESS BEG SW COR TH N ALONG W.L. 140 TO NW CITY OF TULSA | COR TH E ALONG N.L 50 TO NE COR TH S ALONG E.L,Medium,partial or unknown address
03312-03-20-03530,Unknown,E 27 ST N,Tulsa,OK,Unknown,LT 1 BLK 9,454.62,C,7,"43 03312-03-20-03530 E 27 ST N 24,626 C 454.62 333.75 | LT 1 BLK 9 CITY OF TULSA | THE BEN C FRANKLIN ADDN",Medium,partial or unknown address
03312-03-20-03750,Unknown,ADDRESS UNKNOWN,Tulsa,OK,Unknown,LT 10 LESS BEG NWC LT 10 TH E 50 S 70 SW85.78 N,14.66,R,7,"44 03312-03-20-03750 ADDRESS UNKNOWN 1,750 R 14.66 302.25 | LT 10 LESS BEG NWC LT 10 TH E 50 S 70 SW85.78 N CITY OF TULSA | 140 POB BLK 10",Medium,partial or unknown address
03312-03-20-04220,Unknown,2645 N LEWIS AV E,Tulsa,OK,Unknown,LTS 10 & 11 BLK 12,6391.36,C IMP,7,"45 03312-03-20-04220 2645 N LEWIS AV E 18,571 C IMP 6,391.36 411.00 | LTS 10 & 11 BLK 12 CITY OF TULSA | THE BEN C FRANKLIN ADDN",High,parsed cleanly
03312-03-20-04240,Unknown,2645 N LEWIS AV E,Tulsa,OK,Unknown,LT 13 BLK 12,674.59,C,7,"46 03312-03-20-04240 2645 N LEWIS AV E 9,190 C 674.59 381.00 | LT 13 BLK 12 CITY OF TULSA | THE BEN C FRANKLIN ADDN",High,parsed cleanly
03350-03-31-03220,Unknown,1950 E MARSHALL ST N,Tulsa,OK,Unknown,LT 1 BLK 5,95.32,R,7,"47 03350-03-31-03220 1950 E MARSHALL ST N 6,300 R 95.32 286.50 | LT 1 BLK 5 CITY OF TULSA | BERRY-HART ADDN",High,parsed cleanly
03350-03-31-03600,Unknown,1140 N WHEELING AV E,City Of Tulsa Structure Removed,OK,Unknown,LT-1-BLK-7,1313.58,R,8,"48 03350-03-31-03600 1140 N WHEELING AV E 7,000 R 1,313.58 316.50 | LT-1-BLK-7 CITY OF TULSA STRUCTURE REMOVED | BERRY-HART ADDN",High,parsed cleanly
03350-03-31-03649,Unknown,1738 E LATIMER CT N,Tulsa,OK,Unknown,LT 6 BLK 7,381.29,R,8,"49 03350-03-31-03649 1738 E LATIMER CT N 5,000 R 381.29 318.00 | LT 6 BLK 7 CITY OF TULSA | BERRY-HART ADDN",High,parsed cleanly
03350-03-31-03650,Unknown,1734 E LATIMER CT N,Tulsa,OK,Unknown,LT 7 BLK 7,395.96,R,8,"50 03350-03-31-03650 1734 E LATIMER CT N 6,250 R 395.96 318.00 | LT 7 BLK 7 CITY OF TULSA | BERRY-HART ADDN",High,parsed cleanly
03400-02-25-01680,Unknown,763 E PINE PL N,Tulsa,OK,Unknown,LTS 24 & 25 BLK 7,476.61,R,8,"51 03400-02-25-01680 763 E PINE PL N 13,070 R 476.61 412.50 | LTS 24 & 25 BLK 7 CITY OF TULSA | BERRY-HART'S RESUB B7-10 ROOSEVELT ADDN",High,parsed cleanly
03600-93-09-03240,Unknown,1140 S TOLEDO AV E,Tulsa,OK,Unknown,LT 15 & PRT LT 16 BEG SWC LT 16 TH N23 E35 S23,8767.78,R IMP,8,"52 03600-93-09-03240 1140 S TOLEDO AV E 7,805 R IMP 8,767.78 332.25 | LT 15 & PRT LT 16 BEG SWC LT 16 TH N23 E35 S23 CITY OF TULSA | W35 POB BLK 4",High,parsed cleanly
04025-93-15-00140,Unknown,2640 S SHERIDAN RD E,Tulsa,OK,Unknown,LT 3 BLK 1,7339.85,R HS IMP,8,"53 04025-93-15-00140 2640 S SHERIDAN RD E 8,040 R HS IMP 7,339.85 332.25 | LT 3 BLK 1 CITY OF TULSA | BOMAN ACRES",High,parsed cleanly
04025-93-15-00650,Unknown,5790 E 26 ST S,Tulsa,OK,Unknown,LT 3 BLK 3,6416.85,R HS IMP,8,"54 04025-93-15-00650 5790 E 26 ST S 10,362 R HS IMP 6,416.85 379.50 | LT 3 BLK 3 CITY OF TULSA | BOMAN ACRES",High,parsed cleanly
04025-93-15-04470,Unknown,5749 E 31 ST S,Tulsa,OK,Unknown,LT 30 BLK 15,8359.83,R IMP,9,"55 04025-93-15-04470 5749 E 31 ST S 7,320 R IMP 8,359.83 379.50 | LT 30 BLK 15 CITY OF TULSA | BOMAN ACRES",High,parsed cleanly
04075-93-14-00800,Unknown,6509 E 27 ST S,Tulsa,OK,Unknown,LT 23 BLK 10,8927.77,R IMP,9,"56 04075-93-14-00800 6509 E 27 ST S 7,040 R IMP 8,927.77 332.25 | LT 23 BLK 10 CITY OF TULSA | BOMAN ACRES 3RD ADDN",High,parsed cleanly
04125-93-14-02930,Unknown,6747 E 26 PL S,Tulsa,OK,Unknown,LT 10 BLK 5 & S 30 VAC ST ON N,5785.69,R IMP,9,"57 04125-93-14-02930 6747 E 26 PL S 9,940 R IMP 5,785.69 316.50 | LT 10 BLK 5 & S 30 VAC ST ON N CITY OF TULSA | BOMAN ACRES 3RD ADDN AMD B5&8 & N/2 B9",High,parsed cleanly
04125-93-14-02940,Unknown,6743 E 26 PL S,Tulsa,OK,Unknown,LT 11 BLK 5 & S 30 VAC ST ON N,5717.55,R HS IMP,9,"58 04125-93-14-02940 6743 E 26 PL S 9,800 R HS IMP 5,717.55 332.25 | LT 11 BLK 5 & S 30 VAC ST ON N CITY OF TULSA | BOMAN ACRES 3RD ADDN AMD B5&8 & N/2 B9",High,parsed cleanly
04175-93-14-07050,Unknown,7721 E 30 PL S,Tulsa,OK,Unknown,LT 14 BLK 34,7152.78,R IMP,9,"59 04175-93-14-07050 7721 E 30 PL S 9,750 R IMP 7,152.78 316.50 | LT 14 BLK 34 CITY OF TULSA | BOMAN ACRES FOURTH ADDN",High,parsed cleanly
04350-02-25-02620,Unknown,1537 N NORFOLK AV E,Tulsa,OK,Unknown,S 90 LTS 11 & 12 BLK 4,4993.5,B IMP,9,"60 04350-02-25-02620 1537 N NORFOLK AV E 9,000 B IMP 4,993.50 332.25 | S 90 LTS 11 & 12 BLK 4 CITY OF TULSA | BOOKER WASHINGTON ADDN",High,parsed cleanly
04350-02-25-03100,Unknown,ADDRESS UNKNOWN,Tulsa,OK,Unknown,N 33 OF W 140 LT 6 BLK 6,109.98,R,9,"61 04350-02-25-03100 ADDRESS UNKNOWN 4,620 R 109.98 302.25 | N 33 OF W 140 LT 6 BLK 6 CITY OF TULSA | BOOKER WASHINGTON ADDN",Medium,partial or unknown address
04350-02-25-03160,Unknown,ADDRESS UNKNOWN,Tulsa,OK,Unknown,E 50 W 1/2 LT 8 BLK 6,95.32,R,10,"62 04350-02-25-03160 ADDRESS UNKNOWN 3,630 R 95.32 270.75 | E 50 W 1/2 LT 8 BLK 6 CITY OF TULSA | BOOKER WASHINGTON ADDN",Medium,partial or unknown address
04375-92-12-00710,Unknown,1914 S BOSTON AV E,City Of Tulsa Structure Removed,OK,Unknown,LT 19 BLK 1,12157.45,C,10,"63 04375-92-12-00710 1914 S BOSTON AV E 7,825 C 12,157.45 363.75 | LT 19 BLK 1 CITY OF TULSA STRUCTURE REMOVED | BOSTON ADDN",High,parsed cleanly
04375-92-12-00730,Unknown,1922 S BOSTON AV E,Tulsa,OK,Unknown,LT 21 BLK 1,11279.53,C IMP,10,"64 04375-92-12-00730 1922 S BOSTON AV E 7,920 C IMP 11,279.53 363.75 | LT 21 BLK 1 CITY OF TULSA | BOSTON ADDN",High,parsed cleanly
04375-92-12-00740,Unknown,S BOSTON AV E,Tulsa,OK,Unknown,LT 22 BLK 1,5807.41,C,10,"65 04375-92-12-00740 S BOSTON AV E 7,920 C 5,807.41 302.25 | LT 22 BLK 1 CITY OF TULSA | BOSTON ADDN",Medium,partial or unknown address
04550-03-32-02430,Unknown,813 N FLORENCE AV E,Tulsa,OK,Unknown,LT 4 BLK 1,3368.99,R IMP,10,"66 04550-03-32-02430 813 N FLORENCE AV E 5,980 R IMP 3,368.99 332.25 | LT 4 BLK 1 CITY OF TULSA | BOYCE SUB W/2 L16 GARDEN ACRES SUB",High,parsed cleanly
04925-03-35-02930,Unknown,7107 E NEWTON PL N,Tulsa,OK,Unknown,LT 4 BLK 1,3836.94,R IMP,10,"67 04925-03-35-02930 7107 E NEWTON PL N 7,840 R IMP 3,836.94 348.00 | LT 4 BLK 1 CITY OF TULSA | BREWER ADDN",High,parsed cleanly
05025-93-24-04640,Unknown,9129 E 38 ST S,Tulsa,OK,Unknown,LT 18 BLK 15,10143.65,R IMP,10,"68 05025-93-24-04640 9129 E 38 ST S 8,625 R IMP 10,143.65 316.50 | LT 18 BLK 15 CITY OF TULSA | BRIARWOOD RES A L35-36 B7 & B11-17",High,parsed cleanly
05075-93-24-05930,Unknown,9449 E 39 PL S,Tulsa,OK,Unknown,LT 19 BLK 1,11418.53,R IMP,11,"69 05075-93-24-05930 9449 E 39 PL S 10,586 R IMP 11,418.53 332.25 | LT 19 BLK 1 CITY OF TULSA | BRIARWOOD SECOND ADDN",High,parsed cleanly
05075-93-24-08770,Unknown,3612 S 94 AV E,Tulsa,OK,Unknown,LT 24 BLK 13,4785.98,R IMP,11,"70 05075-93-24-08770 3612 S 94 AV E 29,999 R IMP 4,785.98 348.00 | LT 24 BLK 13 CITY OF TULSA | BRIARWOOD SECOND ADDN",High,parsed cleanly
05225-93-07-02750,Unknown,1423 S PEORIA AV,Tulsa,OK,Unknown,LTS 7 8 BLK 1,14063.99,C IMP,11,"71 05225-93-07-02750 1423 S PEORIA AV 11,970 C IMP 14,063.99 348.00 | LTS 7 8 BLK 1 CITY OF TULSA | BROADMOOR HGTS SECOND ADDN",High,parsed cleanly
05375-02-25-03355,Unknown,ADDRESS UNKNOWN,Tulsa,OK,Unknown,W62 LT 10 BLK 1,124.65,R,11,"72 05375-02-25-03355 ADDRESS UNKNOWN 8,680 R 124.65 286.50 | W62 LT 10 BLK 1 CITY OF TULSA | BROOKDALE ADDN",Medium,partial or unknown address
05375-02-25-03750,Unknown,ADDRESS UNKNOWN,Tulsa,OK,Unknown,S/2 LT 80 LESS E62.9 BLK 4,14.66,R,11,73 05375-02-25-03750 ADDRESS UNKNOWN 140 R 14.66 302.25 | S/2 LT 80 LESS E62.9 BLK 4 CITY OF TULSA | BROOKDALE ADDN,Medium,partial or unknown address
05375-02-25-03760,Unknown,ADDRESS UNKNOWN,Tulsa,OK,Unknown,N/2 LT 80 LESS E62.9 BLK 4,14.66,R,11,74 05375-02-25-03760 ADDRESS UNKNOWN 140 R 14.66 302.25 | N/2 LT 80 LESS E62.9 BLK 4 CITY OF TULSA | BROOKDALE ADDN,Medium,partial or unknown address
05400-02-25-04330,Unknown,524 E YOUNG ST N,Tulsa,OK,Unknown,LT 8 BLK 3,1418.58,R IMP,11,"75 05400-02-25-04330 524 E YOUNG ST N 6,720 R IMP 1,418.58 332.25 | LT 8 BLK 3 CITY OF TULSA | BROOKDALE INVESTMENT CO'S RESUB PT B1-4",High,parsed cleanly
05400-02-25-04370,Unknown,ADDRESS UNKNOWN,Tulsa,OK,Unknown,LT 4 LESS W11.62 THEREOF BLK 4,234.64,R,12,"76 05400-02-25-04370 ADDRESS UNKNOWN 5,040 R 234.64 318.00 | LT 4 LESS W11.62 THEREOF BLK 4 CITY OF TULSA | BROOKDALE INVESTMENT CO'S RESUB PT B1-4",Medium,partial or unknown address
05400-02-25-04375,Unknown,ADDRESS UNKNOWN,Tulsa,OK,Unknown,W11.62 LT 4 BLK 4,14.66,R,12,"77 05400-02-25-04375 ADDRESS UNKNOWN 1,627 R 14.66 302.25 | W11.62 LT 4 BLK 4 CITY OF TULSA | BROOKDALE INVESTMENT CO'S RESUB PT B1-4",Medium,partial or unknown address
05425-02-25-04650,Unknown,618 E XYLER ST N,Tulsa,OK,Unknown,LT 1 BLK 8,1623.72,R IMP,12,"78 05425-02-25-04650 618 E XYLER ST N 6,720 R IMP 1,623.72 316.50 | LT 1 BLK 8 CITY OF TULSA | BROOKDALE RESUB PRT B3-4 & ALL B8 ELGINDALE",High,parsed cleanly
05450-02-25-27030,Unknown,610 E YOUNG PL N,Tulsa,OK,Unknown,LT 5 BLK 4,3089.69,R IMP,12,"79 05450-02-25-27030 610 E YOUNG PL N 6,860 R IMP 3,089.69 316.50 | LT 5 BLK 4 CITY OF TULSA | BROOKDALE RESUB B4 & PRT B5 HOMEBUILDERS",High,parsed cleanly
05725-02-12-03450,Unknown,1111 E 50 ST N,Tulsa,OK,Unknown,LT 5 BLK 1,329.96,R,12,"80 05725-02-12-03450 1111 E 50 ST N 17,050 R 329.96 286.50 | LT 5 BLK 1 CITY OF TULSA | BUENOS VISTA SUB",High,parsed cleanly
05825-03-30-01260,Unknown,2039 N QUAKER AV E,Tulsa,OK,Unknown,LT 1 LESS N 5 FOR ST BLK 2,3268.33,R IMP,12,"81 05825-03-30-01260 2039 N QUAKER AV E 11,620 R IMP 3,268.33 348.00 | LT 1 LESS N 5 FOR ST BLK 2 CITY OF TULSA | BULLETTE HGTS ADDN",High,parsed cleanly
