parcel_id,owner_name,property_address,city,state,zip_code,legal_description,bid_cost,property_type,source_page,raw_text,extraction_confidence,extraction_notes,residential_likelihood,filter_included,duplicate_removed,filter_reason,development_match_strength,development_match_quality,development_match_warning,matched_development_area,matched_project_or_area_name,matched_project_type,matched_investment_signal_strength,development_source_url,development_source_title,development_summary,development_match_reason,development_confidence,previous_development_match_strength,rule_based_score,rule_based_category,bid_price_signal,address_quality_signal,property_clarity_signal,development_signal,surrounding_value_signal,crime_risk_estimate,data_confidence,rule_based_reasoning,key_rule_based_risks
92224-22-24-13020,Unknown,15100 N PEORIA AV,Unknown,OK,Unknown,BEG 292N SECR NE TH W605 N430 E313 SE127 E255 TULSA COUNTY,3059.81,A HS IMP,190,"1292 92224-22-24-13020 15100 N PEORIA AV 222,156 A HS IMP 3,059.81 316.50 | BEG 292N SECR NE TH W605 N430 E313 SE127 E255 TULSA COUNTY | S310 POB LESS E16.5 FOR RD SEC 24 22 12 5.102ACS",High,parsed cleanly,Medium,True,False,Included because bid_cost 3059.81 is within range and residential_likelihood=Medium,Strong Match,High,,Tulsa Market District,Tulsa Market District / NOMA residential hub,Multifamily / Mixed-use neighborhood hub,High,https://partnertulsa.org/community-partner-profile-how-noma-is-creating-community-along-the-mother-road/,Community Partner Profile: How NOMA is Creating Community Along the Mother Road - PartnerTulsa,"NOMA added a 256-unit residential hub in the Tulsa Market District along Route 66 and was described as part of a broader effort to revitalize vacant spaces, improve walkability, and support new commercial activity in the corridor.",Specific street/corridor overlap: PEORIA,High,Strong Match,8.7,Good Investment,Strong,Complete,Strong,High,Positive,Unknown,High,"Bid cost 3059.81, parcel_id 92224-22-24-13020, address quality Complete, property clarity Strong, strict development match Strong Match, match quality High, development signal High, data confidence High.",ZIP unknown
44200-02-11-04390,Unknown,4696 N BOULDER AV W,Tulsa,OK,Unknown,LT 2 BLK 18,3075.02,R IMP,123,"839 44200-02-11-04390 4696 N BOULDER AV W 7,020 R IMP 3,075.02 348.00 | LT 2 BLK 18 CITY OF TULSA | VALLEY VIEW ACRES",High,parsed cleanly,High,True,False,Included because bid_cost 3075.02 is within range and residential_likelihood=High,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match,6.7,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,"Bid cost 3075.02, parcel_id 44200-02-11-04390, address quality Complete, property clarity Strong, strict development match No Clear Match, match quality Low, development signal Low, data confidence High.",ZIP unknown; development upside not clearly supported; no clear strict development overlap
44200-02-11-05670,Unknown,313 W 47 ST N,Tulsa,OK,Unknown,LT 14 BLK 22,3081.02,R IMP,124,"842 44200-02-11-05670 313 W 47 ST N 7,020 R IMP 3,081.02 332.25 | LT 14 BLK 22 CITY OF TULSA | VALLEY VIEW ACRES",High,parsed cleanly,High,True,False,Included because bid_cost 3081.02 is within range and residential_likelihood=High,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match,6.7,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,"Bid cost 3081.02, parcel_id 44200-02-11-05670, address quality Complete, property clarity Strong, strict development match No Clear Match, match quality Low, development signal Low, data confidence High.",ZIP unknown; development upside not clearly supported; no clear strict development overlap
47700-02-26-09610,Unknown,2525 N MAIN ST E,Tulsa,OK,Unknown,LT-9-BLK-3,3082.54,R HS IMP,136,"927 47700-02-26-09610 2525 N MAIN ST E 6,144 R HS IMP 3,082.54 363.75 | LT-9-BLK-3 CITY OF TULSA | WINTER VIEW HGTS",High,parsed cleanly,High,True,False,Included because bid_cost 3082.54 is within range and residential_likelihood=High,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match,6.7,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,"Bid cost 3082.54, parcel_id 47700-02-26-09610, address quality Complete, property clarity Strong, strict development match No Clear Match, match quality Low, development signal Low, data confidence High.",ZIP unknown; development upside not clearly supported; no clear strict development overlap
13800-02-12-02160,Unknown,4726 N FRANKFORT AV E,Tulsa,OK,Unknown,LT 9 BLK 7,3086.51,R HS IMP,30,"202 13800-02-12-02160 4726 N FRANKFORT AV E 11,475 R HS IMP 3,086.51 332.25 | LT 9 BLK 7 CITY OF TULSA | FAIRHILL 2ND ADDN",High,parsed cleanly,High,True,False,Included because bid_cost 3086.51 is within range and residential_likelihood=High,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match,6.7,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,"Bid cost 3086.51, parcel_id 13800-02-12-02160, address quality Complete, property clarity Strong, strict development match No Clear Match, match quality Low, development signal Low, data confidence High.",ZIP unknown; development upside not clearly supported; no clear strict development overlap
36090-03-08-00970,Unknown,4721 N BIRMINGHAM PL E,Tulsa,OK,Unknown,LT 4 BK 5,3087.69,R IMP,92,"622 36090-03-08-00970 4721 N BIRMINGHAM PL E 10,664 R IMP 3,087.69 316.50 | LT 4 BK 5 CITY OF TULSA | ROBINWOOD ADDN RESUB B1&5",High,parsed cleanly,High,True,False,Included because bid_cost 3087.69 is within range and residential_likelihood=High,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match,6.7,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,"Bid cost 3087.69, parcel_id 36090-03-08-00970, address quality Complete, property clarity Strong, strict development match No Clear Match, match quality Low, development signal Low, data confidence High.",ZIP unknown; development upside not clearly supported; no clear strict development overlap
05450-02-25-27030,Unknown,610 E YOUNG PL N,Tulsa,OK,Unknown,LT 5 BLK 4,3089.69,R IMP,12,"79 05450-02-25-27030 610 E YOUNG PL N 6,860 R IMP 3,089.69 316.50 | LT 5 BLK 4 CITY OF TULSA | BROOKDALE RESUB B4 & PRT B5 HOMEBUILDERS",High,parsed cleanly,High,True,False,Included because bid_cost 3089.69 is within range and residential_likelihood=High,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match,6.7,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,"Bid cost 3089.69, parcel_id 05450-02-25-27030, address quality Complete, property clarity Strong, strict development match No Clear Match, match quality Low, development signal Low, data confidence High.",ZIP unknown; development upside not clearly supported; no clear strict development overlap
34750-02-26-08160,Unknown,2507 N MAIN ST E,Tulsa,OK,Unknown,PRT LTS 9 & 10 BEG SWC LT 9 TH NLY65 ELY TO SECR,3097.02,R IMP,89,"604 34750-02-26-08160 2507 N MAIN ST E 7,535 R IMP 3,097.02 332.25 | PRT LTS 9 & 10 BEG SWC LT 9 TH NLY65 ELY TO SECR CITY OF TULSA | LT 10 S41 WLY TO POB BLK 5",High,parsed cleanly,High,True,False,Included because bid_cost 3097.02 is within range and residential_likelihood=High,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match,6.7,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,"Bid cost 3097.02, parcel_id 34750-02-26-08160, address quality Complete, property clarity Strong, strict development match No Clear Match, match quality Low, development signal Low, data confidence High.",ZIP unknown; development upside not clearly supported; no clear strict development overlap
19725-03-30-11560,Unknown,1743 E YOUNG PL N,Tulsa,OK,Unknown,LT 9 BLK 1,3098.35,R IMP,41,"278 19725-03-30-11560 1743 E YOUNG PL N 8,911 R IMP 3,098.35 316.50 | LT 9 BLK 1 CITY OF TULSA | HUNT'S SUB RESUB L18-33 B5 & L1-12 B6 ROBERTS",High,parsed cleanly,High,True,False,Included because bid_cost 3098.35 is within range and residential_likelihood=High,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match,6.7,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,"Bid cost 3098.35, parcel_id 19725-03-30-11560, address quality Complete, property clarity Strong, strict development match No Clear Match, match quality Low, development signal Low, data confidence High.",ZIP unknown; development upside not clearly supported; no clear strict development overlap
78810-84-11-09860,Unknown,514 E DALLAS ST S,Broken Arrow,OK,Unknown,LTS 10 & 11 BLK 25,3103.2,R HS IMP,175,"1195 78810-84-11-09860 514 E DALLAS ST S 14,000 R HS IMP 3,103.20 316.50 | LTS 10 & 11 BLK 25 CITY OF BROKEN ARROW | COLLEGE ADDN",High,parsed cleanly,High,True,False,Included because bid_cost 3103.20 is within range and residential_likelihood=High,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match,6.7,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,"Bid cost 3103.20, parcel_id 78810-84-11-09860, address quality Complete, property clarity Strong, strict development match No Clear Match, match quality Low, development signal Low, data confidence High.",ZIP unknown; development upside not clearly supported; no clear strict development overlap
40825-02-13-08350,Unknown,4355 N GARRISON AV E,Tulsa,OK,Unknown,LT 29 BLK 6,3109.68,R IMP,107,"726 40825-02-13-08350 4355 N GARRISON AV E 8,160 R IMP 3,109.68 332.25 | LT 29 BLK 6 CITY OF TULSA | SUBURBAN ACRES SECOND",High,parsed cleanly,High,True,False,Included because bid_cost 3109.68 is within range and residential_likelihood=High,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match,6.7,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,"Bid cost 3109.68, parcel_id 40825-02-13-08350, address quality Complete, property clarity Strong, strict development match No Clear Match, match quality Low, development signal Low, data confidence High.",ZIP unknown; development upside not clearly supported; no clear strict development overlap
23175-03-30-13610,Unknown,2526 N QUAKER AV E,Tulsa,OK,Unknown,LT 6 BLK 4,3115.02,R IMP,50,"342 23175-03-30-13610 2526 N QUAKER AV E 7,000 R IMP 3,115.02 316.50 | LT 6 BLK 4 CITY OF TULSA | LINCOLN HGTS",High,parsed cleanly,High,True,False,Included because bid_cost 3115.02 is within range and residential_likelihood=High,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match,6.7,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,"Bid cost 3115.02, parcel_id 23175-03-30-13610, address quality Complete, property clarity Strong, strict development match No Clear Match, match quality Low, development signal Low, data confidence High.",ZIP unknown; development upside not clearly supported; no clear strict development overlap
44200-02-11-03560,Unknown,4690 N BOSTON AV E,Tulsa,OK,Unknown,LT 3 BLK 16,3117.68,R IMP,123,"837 44200-02-11-03560 4690 N BOSTON AV E 7,020 R IMP 3,117.68 363.75 | LT 3 BLK 16 CITY OF TULSA | VALLEY VIEW ACRES",High,parsed cleanly,High,True,False,Included because bid_cost 3117.68 is within range and residential_likelihood=High,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match,6.7,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,"Bid cost 3117.68, parcel_id 44200-02-11-03560, address quality Complete, property clarity Strong, strict development match No Clear Match, match quality Low, development signal Low, data confidence High.",ZIP unknown; development upside not clearly supported; no clear strict development overlap
90327-03-27-26880,Unknown,2011 N YALE AV E,Tulsa,OK,Unknown,BG 46.95N SWC NW NW SW TH E111.25 NELY205.31,3120.35,C IMP,185,"1259 90327-03-27-26880 2011 N YALE AV E 35,483 C IMP 3,120.35 411.00 | BG 46.95N SWC NW NW SW TH E111.25 NELY205.31 CITY OF TULSA | NWLY218.53 S245.05 POB SEC 27 20 13 .815AC",High,parsed cleanly,Medium,True,False,Included because bid_cost 3120.35 is within range and residential_likelihood=Medium,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match,6.7,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,"Bid cost 3120.35, parcel_id 90327-03-27-26880, address quality Complete, property clarity Strong, strict development match No Clear Match, match quality Low, development signal Low, data confidence High.",ZIP unknown; development upside not clearly supported; no clear strict development overlap
25500-03-29-06000,Unknown,1831 N BIRMINGHAM PL E,Tulsa,OK,Unknown,N.1/2 OF LT 3 BLK 4,3123.68,R IMP,59,"398 25500-03-29-06000 1831 N BIRMINGHAM PL E 9,648 R IMP 3,123.68 348.00 | N.1/2 OF LT 3 BLK 4 CITY OF TULSA | MARTIN ADDN",High,parsed cleanly,High,True,False,Included because bid_cost 3123.68 is within range and residential_likelihood=High,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match,6.7,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,"Bid cost 3123.68, parcel_id 25500-03-29-06000, address quality Complete, property clarity Strong, strict development match No Clear Match, match quality Low, development signal Low, data confidence High.",ZIP unknown; development upside not clearly supported; no clear strict development overlap
41025-02-01-04490,Unknown,543 E 59 PL N,Tulsa,OK,Unknown,LT 10 BLK 4,3123.68,R IMP,112,"760 41025-02-01-04490 543 E 59 PL N 7,680 R IMP 3,123.68 316.50 | LT 10 BLK 4 CITY OF TULSA | SUBURBAN HILLS ADDN",High,parsed cleanly,High,True,False,Included because bid_cost 3123.68 is within range and residential_likelihood=High,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match,6.7,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,"Bid cost 3123.68, parcel_id 41025-02-01-04490, address quality Complete, property clarity Strong, strict development match No Clear Match, match quality Low, development signal Low, data confidence High.",ZIP unknown; development upside not clearly supported; no clear strict development overlap
91408-14-08-10310,Unknown,11702 E 116 ST N,Unknown,OK,Unknown,E90 SE NE NW NW & SW NW NE NW & LESS E30 SW TULSA COUNTY,3139.44,R,190,"1289 91408-14-08-10310 11702 E 116 ST N 118,457 R 3,139.44 316.50 | E90 SE NE NW NW & SW NW NE NW & LESS E30 SW TULSA COUNTY | NW NE NW & LESS .232AC FOR RD SEC 8 21 14",High,parsed cleanly,High,True,False,Included because bid_cost 3139.44 is within range and residential_likelihood=High,No Clear Match,Invalid Weak Match,Weak match removed; previous match was based on generic location wording.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Weak generic overlap only: TULSA,Medium,Strong Match,6.5,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,"Bid cost 3139.44, parcel_id 91408-14-08-10310, address quality Complete, property clarity Strong, strict development match No Clear Match, match quality Invalid Weak Match, development signal Low, data confidence High.",ZIP unknown; development upside not clearly supported; no clear strict development overlap; weak generic development match removed
53775-02-02-00220,Unknown,6105 N MAIN ST E,Tulsa,OK,Unknown,LT 22 BK 1,3140.32,R HS IMP,142,"967 53775-02-02-00220 6105 N MAIN ST E 8,024 R HS IMP 3,140.32 363.75 | LT 22 BK 1 CITY OF TULSA | NORTHGATE ADDN",High,parsed cleanly,High,True,False,Included because bid_cost 3140.32 is within range and residential_likelihood=High,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match,6.7,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,"Bid cost 3140.32, parcel_id 53775-02-02-00220, address quality Complete, property clarity Strong, strict development match No Clear Match, match quality Low, development signal Low, data confidence High.",ZIP unknown; development upside not clearly supported; no clear strict development overlap
23125-02-25-15350,Unknown,1864 N OWASSO AV E,Tulsa,OK,Unknown,LT 5 BLK 7,3140.35,R IMP,50,"337 23125-02-25-15350 1864 N OWASSO AV E 6,900 R IMP 3,140.35 332.25 | LT 5 BLK 7 CITY OF TULSA | LIBERTY 2ND ADDN",High,parsed cleanly,High,True,False,Included because bid_cost 3140.35 is within range and residential_likelihood=High,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match,6.7,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,"Bid cost 3140.35, parcel_id 23125-02-25-15350, address quality Complete, property clarity Strong, strict development match No Clear Match, match quality Low, development signal Low, data confidence High.",ZIP unknown; development upside not clearly supported; no clear strict development overlap
40800-02-13-04700,Unknown,4309 N KENOSHA AV E,Tulsa,OK,Unknown,LT 22 BK 1,3142.35,R IMP,106,"715 40800-02-13-04700 4309 N KENOSHA AV E 9,802 R IMP 3,142.35 316.50 | LT 22 BK 1 CITY OF TULSA | SUBURBAN ACRES AMD",High,parsed cleanly,High,True,False,Included because bid_cost 3142.35 is within range and residential_likelihood=High,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match,6.7,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,"Bid cost 3142.35, parcel_id 40800-02-13-04700, address quality Complete, property clarity Strong, strict development match No Clear Match, match quality Low, development signal Low, data confidence High.",ZIP unknown; development upside not clearly supported; no clear strict development overlap
