parcel_id,property_geocode_status,property_latitude,property_longitude,development_geocode_status,development_latitude,development_longitude,estimated_distance_miles,geocode_confidence,distance_verified_match,corrected_development_match_strength,geocode_notes
37650-02-12-04530,Success,36.229691513188,-95.980702265373,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 868 E 52ND PL N, TULSA, OK, 74126; Base match was already No Clear Match"
38575-03-28-12560,Success,36.189525394095,-95.924053669608,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2443 N VANDALIA AVE, TULSA, OK, 74115; Base match was already No Clear Match"
40850-02-12-06130,Success,36.227337295835,-95.985782332588,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 641 E 50TH ST N, TULSA, OK, 74126; Base match was already No Clear Match"
34300-03-32-15230,Success,36.163814750021,-95.951436965385,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 135 N COLUMBIA AVE, TULSA, OK, 74110; Base match was already No Clear Match"
29675-03-07-09890,Success,36.225463742207,-95.963747230207,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2017 E 49TH ST N, TULSA, OK, 74130; Base match was already No Clear Match"
41025-02-01-06220,Success,36.239213618698,-95.991065389062,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 5914 N ELGIN AVE, TULSA, OK, 74126; Base match was already No Clear Match"
34300-03-32-14790,Success,36.163176755474,-95.94931891028,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 124 N DELAWARE AVE, TULSA, OK, 74110; Base match was already No Clear Match"
29775-02-26-04910,Success,36.185922558061,-95.996425187314,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2220 N DENVER BLVD, TULSA, OK, 74106; Base match was already No Clear Match"
41025-02-01-04500,Success,36.239657885347,-95.98682631053,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 537 E 59TH PL N, TULSA, OK, 74126; Base match was already No Clear Match"
26725-02-25-17680,Success,36.182888834591,-95.990064912209,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 412 E UTE ST, TULSA, OK, 74106; Base match was already No Clear Match"
44200-02-11-04390,Success,36.221705597878,-95.997109962247,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4696 N BOULDER AVE, TULSA, OK, 74126; Base match was already No Clear Match"
47700-02-26-09610,Success,36.190423154524,-95.996858656136,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2525 N MAIN ST, TULSA, OK, 74106; Base match was already No Clear Match"
36090-03-08-00970,Success,36.222713213722,-95.953682086387,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4721 N BIRMINGHAM PL, TULSA, OK, 74130; Base match was already No Clear Match"
34750-02-26-08160,Success,36.190174012922,-95.996765838706,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2507 N MAIN ST, TULSA, OK, 74106; Base match was already No Clear Match"
19725-03-30-11560,Success,36.189022864938,-95.966402930552,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1743 E YOUNG PL, TULSA, OK, 74110; Base match was already No Clear Match"
78810-84-11-09860,Success,36.050442265624,-95.78445905535,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 514 E DALLAS ST, BROKEN ARROW, OK, 74012; Base match was already No Clear Match"
23175-03-30-13610,Success,36.190170887109,-95.974458919161,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2526 N QUAKER AVE, TULSA, OK, 74106; Base match was already No Clear Match"
90327-03-27-26880,Success,36.183517909192,-95.922389804848,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2011 N YALE AVE, TULSA, OK, 74115; Base match was already No Clear Match"
25500-03-29-06000,Success,36.18117337181,-95.953094674767,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1831 N BIRMINGHAM PL, TULSA, OK, 74110; Base match was already No Clear Match"
53775-02-02-00220,Success,36.24260417802,-95.995782843656,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 6105 N MAIN ST, TULSA, OK, 74126; Base match was already No Clear Match"
23125-02-25-15350,Success,36.181814281492,-95.976699829711,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1864 N OWASSO AVE, TULSA, OK, 74106; Base match was already No Clear Match"
40800-02-13-04700,Success,36.21687588551,-95.980615687674,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4309 N KENOSHA AVE, TULSA, OK, 74106; Base match was already No Clear Match"
07600-02-24-01200,Success,36.205919299694,-95.982049299737,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 820 E 36TH ST N, TULSA, OK, 74106; Base match was already No Clear Match"
44200-02-11-01790,Success,36.226625888237,-95.99796420238,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 137 W 50TH PL N, TULSA, OK, 74126; Base match was already No Clear Match"
16050-93-06-08050,Success,36.157581640405,-95.965729518255,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1810 E 2ND ST, TULSA, OK, 74104; Base match was already No Clear Match"
09725-03-30-08040,Success,36.187610893327,-95.962362082106,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2043 E XYLER ST, TULSA, OK, 74110; Base match was already No Clear Match"
44200-02-14-06630,Success,36.21883075976,-95.995381612962,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 18 E 44TH PL N, TULSA, OK, 74106; Base match was already No Clear Match"
44250-02-12-14920,Success,36.233342956927,-95.988479758982,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 5531 N FRANKFORT PL, TULSA, OK, 74126; Base match was already No Clear Match"
44200-02-11-03530,Success,36.221797399366,-95.995026799601,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4697 N BOSTON AVE, TULSA, OK, 74126; Base match was already No Clear Match"
44225-02-12-09330,Success,36.22821753479,-95.984337936821,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 711 E 51ST PL N, TULSA, OK, 74126; Base match was already No Clear Match"
07725-02-13-02930,Success,36.207728299291,-95.980478393345,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 918 E 37TH ST N, TULSA, OK, 74106; Base match was already No Clear Match"
79200-84-14-04250,Success,36.044381894159,-95.792207604599,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 215 W JACKSON ST, BROKEN ARROW, OK, 74012; Base match was already No Clear Match"
07675-02-13-01140,Success,36.212150840991,-95.985477917949,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4018 N GARRISON AVE, TULSA, OK, 74106; Base match was already No Clear Match"
49650-03-34-13420,Success,36.164838359978,-95.922105924159,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4932 E HASKELL ST, TULSA, OK, 74115; Base match was already No Clear Match"
41025-02-01-06510,Success,36.237810869257,-95.989475428092,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 5744 N FRANKFORT AVE, TULSA, OK, 74126; Base match was already No Clear Match"
15500-03-32-04800,Success,36.174009678862,-95.949715336372,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1313 N DELAWARE AVE, TULSA, OK, 74110; Base match was already No Clear Match"
05825-03-30-01260,Success,36.183314364524,-95.974323114074,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2039 N QUAKER AVE, TULSA, OK, 74106; Base match was already No Clear Match"
49700-03-34-14030,Success,36.165838252274,-95.920121043896,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 5107 E HASKELL PL, TULSA, OK, 74115; Base match was already No Clear Match"
32325-92-24-04910,Success,36.11470745836,-95.97688972897,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1114 E 33RD PL, TULSA, OK, 74105; Base match was already No Clear Match"
44200-02-11-01060,Success,36.225722429067,-95.996557602555,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 34 W 50TH ST N, TULSA, OK, 74126; Base match was already No Clear Match"
17675-02-24-07570,Success,36.201854898987,-95.982780686786,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 750 E 32ND PL N, TULSA, OK, 74106; Base match was already No Clear Match"
25500-03-29-06060,Success,36.182042399135,-95.952852694507,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2625 E TECUMSEH ST, TULSA, OK, 74110; Base match was already No Clear Match"
44200-02-11-03380,Success,36.220987135395,-95.995021684362,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4627 N BOSTON AVE, TULSA, OK, 74126; Base match was already No Clear Match"
24275-93-06-15110,Success,36.159719898832,-95.972895575782,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1435 E ADMIRAL BLVD, TULSA, OK, 74120; Base match was already No Clear Match"
44250-02-12-15190,Success,36.23223749598,-95.987565221629,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 549 E 54TH PL N, TULSA, OK, 74126; Base match was already No Clear Match"
53825-02-02-01310,Success,36.245020060938,-95.996128962711,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 7 E 63RD ST N, TULSA, OK, 74126; Base match was already No Clear Match"
29650-03-07-03460,Success,36.231362294793,-95.97467866148,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1338 E 54TH ST N, TULSA, OK, 74126; Base match was already No Clear Match"
46465-92-11-31880,Success,36.134188428311,-96.0058308983,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2034 S PHOENIX AVE, TULSA, OK, 74107; Base match was already No Clear Match"
24200-03-28-04080,Success,36.180810277843,-95.939160660515,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1803 N INDIANAPOLIS AVE, TULSA, OK, 74115; Base match was already No Clear Match"
12175-92-03-02290,Success,36.157914348546,-96.026563966228,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 3034 W CAMERON ST, TULSA, OK, 74127; Base match was already No Clear Match"
07675-02-13-01590,Success,36.210877993086,-95.990502249042,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4013 N ELGIN AVE, TULSA, OK, 74106; Base match was already No Clear Match"
04550-03-32-02430,Success,36.166455353,-95.944706440735,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 813 N FLORENCE AVE, TULSA, OK, 74110; Base match was already No Clear Match"
26250-92-05-02570,Success,36.154686609517,-96.047694803548,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4914 W 1ST ST, TULSA, OK, 74127; Base match was already No Clear Match"
44225-02-12-10920,Success,36.230650185685,-95.988321472943,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 5308 N FRANKFORT PL, TULSA, OK, 74126; Base match was already No Clear Match"
29625-02-36-21010,Success,36.173898591322,-95.990693433911,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 419 E NEWTON PL, TULSA, OK, 74106; Base match was already No Clear Match"
10450-03-19-50550,Success,36.199553300346,-95.967785315986,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 3128 N TROOST PL, TULSA, OK, 74106; Base match was already No Clear Match"
28025-93-11-08980,Success,36.055583325541,-95.964311267376,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1942 E 74TH PL, TULSA, OK, 74136; Base match was already No Clear Match"
37650-02-12-04250,Success,36.230507098439,-95.980849603516,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 834 E 53RD ST N, TULSA, OK, 74126; Base match was already No Clear Match"
40825-02-13-08480,Success,36.217022306094,-95.984594734137,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4346 N HARTFORD AVE, TULSA, OK, 74106; Base match was already No Clear Match"
29675-03-07-09230,Success,36.227057482898,-95.964145639013,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1901 E 50TH PL N, TULSA, OK, 74130; Base match was already No Clear Match"
90201-02-01-25920,Success,36.242160462976,-95.988081126151,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 502 E 61ST ST N, TULSA, OK, 74126; Base match was already No Clear Match"
08450-03-29-03260,Success,36.185297892939,-95.946891969161,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2901 E WOODROW ST, TULSA, OK, 74110; Base match was already No Clear Match"
07675-02-13-01610,Success,36.211287006898,-95.989662930777,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 421 E 40TH ST N, TULSA, OK, 74106; Base match was already No Clear Match"
44200-02-11-02340,Success,36.224943186751,-95.997582632969,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 110 W 49TH PL N, TULSA, OK, 74126; Base match was already No Clear Match"
30125-03-28-10360,Success,36.187615746398,-95.929302885481,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4117 E XYLER ST, TULSA, OK, 74115; Base match was already No Clear Match"
44200-02-11-02050,Success,36.2257289357,-95.997772277968,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 106 W 50TH ST N, TULSA, OK, 74126; Base match was already No Clear Match"
01800-03-35-01450,Success,36.176568173983,-95.889949308698,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 7569 E OKLAHOMA PL, TULSA, OK, 74115; Base match was already No Clear Match"
61475-91-11-02110,Success,36.142534970008,-96.106417458366,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 526 WASHINGTON AVE, SAND SPRINGS, OK, 74063; Base match was already No Clear Match"
29650-03-07-06110,Success,36.228141392046,-95.974133231066,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1354 E 51ST ST N, TULSA, OK, 74126; Base match was already No Clear Match"
40850-02-12-06950,Success,36.225832905166,-95.988413213577,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 524 E 49TH PL N, TULSA, OK, 74126; Base match was already No Clear Match"
38605-92-05-04540,Success,36.1491179047,-96.050051353609,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 5145 W 6TH ST, TULSA, OK, 74127; Base match was already No Clear Match"
24200-03-28-06670,Success,36.179857720369,-95.933144965163,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1588 N OSWEGO AVE, TULSA, OK, 74115; Base match was already No Clear Match"
28975-03-28-09640,Success,36.184712178631,-95.934845107229,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 3756 E VIRGIN PL, TULSA, OK, 74115; Base match was already No Clear Match"
07675-02-13-01570,Success,36.210988573522,-95.990561574897,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4021 N ELGIN AVE, TULSA, OK, 74106; Base match was already No Clear Match"
22025-03-35-07520,Success,36.250991291318,-95.974870279722,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1226 E 67TH ST N, TULSA, OK, 74126; Base match was already No Clear Match"
34750-02-26-08560,Success,36.190097961762,-95.996897878824,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 15 W ZION ST, TULSA, OK, 74106; Base match was already No Clear Match"
30200-02-26-07150,Success,36.182544369083,-95.999486114005,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1902 N DENVER AVE, TULSA, OK, 74106; Base match was already No Clear Match"
21600-02-35-08590,Success,36.174304383324,-95.99690292326,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1348 N MAIN ST, TULSA, OK, 74106; Base match was already No Clear Match"
35925-03-30-16670,Success,36.185274525888,-95.966578486749,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1745 E WOODROW ST, TULSA, OK, 74110; Base match was already No Clear Match"
63700-12-13-00540,Success,36.296422127736,-95.989381600734,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 118 S BRYAN ST, SPERRY, OK, 74073; Base match was already No Clear Match"
44200-02-11-01080,Success,36.22504571116,-95.997181756276,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 103 W 49TH PL N, TULSA, OK, 74126; Base match was already No Clear Match"
98224-82-24-37060,Success,36.024195041348,-95.980771884492,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 919 W MAIN ST, JENKS, OK, 74037; Base match was already No Clear Match"
17925-92-04-03330,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
00775-02-25-00730,Success,36.188802688364,-95.99104531339,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 325 E YOUNG PL, TULSA, OK, 74106; Base match was already No Clear Match"
41950-02-24-12580,Success,36.200762639708,-95.986186679455,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 3209 N GARRISON AVE, TULSA, OK, 74106; Base match was already No Clear Match"
04925-03-35-02930,Success,36.1739827638,-95.897781082796,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 7107 E NEWTON PL, TULSA, OK, 74115; Base match was already No Clear Match"
45600-94-16-00400,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
44325-03-36-04550,Success,36.17475399246,-95.874082921527,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 9165 E NEWTON PL, TULSA, OK, 74115; Base match was already No Clear Match"
56625-92-20-01430,Success,36.08071491737,-96.028789515217,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 3190 W 57TH ST, TULSA, OK, 74107; Base match was already No Clear Match"
29650-03-07-05860,Success,36.22828437368,-95.970493494184,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1513 E 51ST ST N, TULSA, OK, 74126; Base match was already No Clear Match"
00575-93-06-01170,Success,36.153917226727,-95.965856756192,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 511 S VICTOR AVE, TULSA, OK, 74104; Base match was already No Clear Match"
20300-92-03-05280,Success,36.157964901265,-96.013979897431,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1903 W CAMERON ST, TULSA, OK, 74127; Base match was already No Clear Match"
49800-03-34-15300,Success,36.171415609754,-95.919241684517,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1145 N CANTON AVE, TULSA, OK, 74115; Base match was already No Clear Match"
23900-03-27-09360,Success,36.178252256706,-95.909705904914,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1532 N KINGSTON PL, TULSA, OK, 74115; Base match was already No Clear Match"
40325-94-17-06900,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
02350-03-35-02480,Success,36.170792039927,-95.904284578663,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 6521 E LATIMER PL, TULSA, OK, 74115; Base match was already No Clear Match"
16275-92-05-01670,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
34300-03-32-14720,Success,36.163776586793,-95.949322567741,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 152 N DELAWARE AVE, TULSA, OK, 74110; Base match was already No Clear Match"
49725-03-34-14590,Success,36.163951938476,-95.922431324575,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4902 E EASTON ST, TULSA, OK, 74115; Base match was already No Clear Match"
07725-02-13-02870,Success,36.210557054197,-95.980729416849,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 3917 N LANSING AVE, TULSA, OK, 74106; Base match was already No Clear Match"
63125-91-11-15420,Success,36.143609364821,-96.115317063926,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 607 N WILSON AVE, SAND SPRINGS, OK, 74063; Base match was already No Clear Match"
99203-92-03-14350,Success,36.158819965703,-96.02401724389,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2822 W EASTON ST, TULSA, OK, 74127; Base match was already No Clear Match"
23125-02-25-14790,Success,36.183563124822,-95.97781843659,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2016 N NORFOLK AVE, TULSA, OK, 74106; Base match was already No Clear Match"
37800-93-02-09080,Success,36.154240607933,-95.904226491111,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 6526 E 5TH ST, TULSA, OK, 74112; Base match was already No Clear Match"
15125-03-33-05670,Success,36.175893535924,-95.926830874852,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1433 N TOLEDO AVE, TULSA, OK, 74115; Base match was already No Clear Match"
26825-93-01-08300,Success,36.155653383578,-95.874571631846,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 9126 E 4TH ST, TULSA, OK, 74112; Base match was already No Clear Match"
26825-93-01-07370,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
43925-03-35-15210,Success,36.168541986425,-95.895337410487,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 7311 E KING ST, TULSA, OK, 74115; Base match was already No Clear Match"
29350-03-07-02400,Success,36.220680431355,-95.962235844719,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2131 E 46TH ST N, TULSA, OK, 74130; Base match was already No Clear Match"
44250-02-12-14150,Success,36.232119344435,-95.984005533974,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 710 E 54TH PL N, TULSA, OK, 74126; Base match was already No Clear Match"
35900-03-30-15790,Success,36.190139169527,-95.964392641586,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2504 N XANTHUS AVE, TULSA, OK, 74110; Base match was already No Clear Match"
44200-02-11-01560,Success,36.227397348188,-95.997809255326,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 141 W 50TH CT N, TULSA, OK, 74126; Base match was already No Clear Match"
40825-02-13-09510,Success,36.214033335678,-95.989458852379,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4137 N FRANKFORT AVE, TULSA, OK, 74106; Base match was already No Clear Match"
23900-03-27-09230,Success,36.177846549346,-95.911827986237,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1555 N JOPLIN AVE, TULSA, OK, 74115; Base match was already No Clear Match"
30200-02-26-07080,Success,36.183126822082,-96.000740766737,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1916 N ELWOOD AVE, TULSA, OK, 74106; Base match was already No Clear Match"
25650-03-34-12590,Success,36.166399774396,-95.913353180266,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 816 N HUDSON AVE, TULSA, OK, 74115; Base match was already No Clear Match"
37050-03-35-12510,Success,36.174019686914,-95.903123591211,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 6615 E NEWTON PL, TULSA, OK, 74115; Base match was already No Clear Match"
34300-03-32-15710,Success,36.163442145717,-95.953656116239,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 121 N BIRMINGHAM AVE, TULSA, OK, 74110; Base match was already No Clear Match"
41675-03-35-13900,Success,36.171133075092,-95.897561130739,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 7122 E MARSHALL ST, TULSA, OK, 74115; Base match was already No Clear Match"
37800-93-02-09760,Success,36.153413745929,-95.897662995121,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 7111 E 5TH PL, TULSA, OK, 74112; Base match was already No Clear Match"
02400-03-32-00700,Success,36.163759902518,-95.953792743326,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 516 N BIRMINGHAM AVE, TULSA, OK, 74110; Base match was already No Clear Match"
12875-94-08-06230,Success,36.142478303939,-95.845500025223,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 11804 E 14TH ST, TULSA, OK, 74128; Base match was already No Clear Match"
79600-84-11-12350,Success,36.047449378611,-95.794726384221,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 412 W GALVESTON ST, BROKEN ARROW, OK, 74012; Base match was already No Clear Match"
37800-93-02-09990,Success,36.152530293663,-95.89770418002,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 7107 E 6TH ST, TULSA, OK, 74112; Base match was already No Clear Match"
25225-03-35-09460,Success,36.169375406365,-95.889935221755,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 7849 E KING PL, TULSA, OK, 74115; Base match was already No Clear Match"
