parcel_id,owner_name,property_address,city,state,zip_code,legal_description,bid_cost,property_type,source_page,raw_text,extraction_confidence,extraction_notes,residential_likelihood,obvious_red_flags,data_confidence,filter_reason
11325-02-24-05340,Unknown,343 E 27 CT N,Tulsa,OK,Unknown,LT 39 BLK 1,1697.31,R IMP,25,"164 11325-02-24-05340 343 E 27 CT N 5,795 R IMP 1,697.31 316.50 | LT 39 BLK 1 CITY OF TULSA | DEVONSHIRE PLACE FOURTH RESUB BOULEVARD",High,parsed cleanly,High,None observed,High,Included because bid_cost 1697.31 is within 1500 to 2000 and residential_likelihood=High.
12025-93-06-03590,Unknown,620 S QUINCY AV E,Tulsa,OK,Unknown,E70 LT 1 BLK 2,1989.13,R IMP,26,"174 12025-93-06-03590 620 S QUINCY AV E 2,842 R IMP 1,989.13 332.25 | E70 LT 1 BLK 2 CITY OF TULSA | EAST LYNN ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1989.13 is within 1500 to 2000 and residential_likelihood=High.
13100-02-26-00290,Unknown,1522 N CHEYENNE AV W,Tulsa,OK,Unknown,LT 3 BLK 1,1671.83,R IMP,29,"193 13100-02-26-00290 1522 N CHEYENNE AV W 7,901 R IMP 1,671.83 332.25 | LT 3 BLK 1 CITY OF TULSA | ELMWOOD ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1671.83 is within 1500 to 2000 and residential_likelihood=High.
13125-02-25-08280,Unknown,2522 N OWASSO AV E,Tulsa,OK,Unknown,LT 11 BLK 1,1825.15,R IMP,29,"194 13125-02-25-08280 2522 N OWASSO AV E 6,750 R IMP 1,825.15 348.00 | LT 11 BLK 1 CITY OF TULSA | EMERSON ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1825.15 is within 1500 to 2000 and residential_likelihood=High.
13775-02-12-00780,Unknown,4946 N JOHNSTOWN AV E,Tulsa,OK,Unknown,LT 5 BLK 2,1697.16,R IMP,30,"199 13775-02-12-00780 4946 N JOHNSTOWN AV E 12,530 R IMP 1,697.16 316.50 | LT 5 BLK 2 CITY OF TULSA | FAIRHILL ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1697.16 is within 1500 to 2000 and residential_likelihood=High.
13850-93-05-10570,Unknown,2621 E ADMIRAL CT N,Tulsa,OK,Unknown,LT 18 BLK 1,1759.82,R IMP,30,"204 13850-93-05-10570 2621 E ADMIRAL CT N 6,250 R IMP 1,759.82 348.00 | LT 18 BLK 1 CITY OF TULSA | FAIRMONT ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1759.82 is within 1500 to 2000 and residential_likelihood=High.
15275-03-19-03690,Unknown,2164 E 29 ST N,Tulsa,OK,Unknown,LT-3-BLK-1,1981.13,R IMP,32,"215 15275-03-19-03690 2164 E 29 ST N 7,290 R IMP 1,981.13 300.75 | LT-3-BLK-1 CITY OF TULSA | FRED THOMPSON ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1981.13 is within 1500 to 2000 and residential_likelihood=High.
15275-03-19-04110,Unknown,2636 N YORKTOWN PL E,Tulsa,OK,Unknown,LT 3 BLK 4,1887.14,R HS IMP,33,"220 15275-03-19-04110 2636 N YORKTOWN PL E 7,020 R HS IMP 1,887.14 316.50 | LT 3 BLK 4 CITY OF TULSA | FRED THOMPSON ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1887.14 is within 1500 to 2000 and residential_likelihood=High.
16250-92-05-00370,Unknown,409 S 54 AV W,Tulsa,OK,Unknown,S35 W1/2 LT 2 BLK 1,1782.48,R IMP,35,"235 16250-92-05-00370 409 S 54 AV W 5,250 R IMP 1,782.48 316.50 | S35 W1/2 LT 2 BLK 1 CITY OF TULSA | GLEN ACRES SUB-WEKIWA",High,parsed cleanly,High,None observed,High,Included because bid_cost 1782.48 is within 1500 to 2000 and residential_likelihood=High.
18725-92-27-12870,Unknown,4527 S VANCOUVER AV W,Tulsa,OK,Unknown,LOT-12-BLK-8,1902.47,R IMP,40,"270 18725-92-27-12870 4527 S VANCOUVER AV W 7,200 R IMP 1,902.47 332.25 | LOT-12-BLK-8 CITY OF TULSA | HILLDALE ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1902.47 is within 1500 to 2000 and residential_likelihood=High.
20075-03-31-12100,Unknown,1545 E INDEPENDENCE,Unknown,OK,Unknown,W40 LT 2 & ALL LT 3 BLK 7 ST N,1665.9,B IMP,42,"281 20075-03-31-12100 1545 E INDEPENDENCE 9,000 B IMP 1,665.90 332.25 | W40 LT 2 & ALL LT 3 BLK 7 ST N | INGRAM-LEWIS ADDN CITY OF TULSA",High,parsed cleanly,Medium,None observed,High,Included because bid_cost 1665.90 is within 1500 to 2000 and residential_likelihood=Medium.
20075-03-31-12460,Unknown,723 N ST LOUIS AV E,Tulsa,OK,Unknown,LT-13-BLK-10,1545.17,R IMP,42,"282 20075-03-31-12460 723 N ST LOUIS AV E 7,000 R IMP 1,545.17 316.50 | LT-13-BLK-10 CITY OF TULSA | INGRAM-LEWIS ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1545.17 is within 1500 to 2000 and residential_likelihood=High.
21350-03-30-12540,Unknown,2013 E PINE ST N,Tulsa,OK,Unknown,E 1/2 LTS 14 15 B LK 2,1965.13,C IMP,44,"296 21350-03-30-12540 2013 E PINE ST N 19,021 C IMP 1,965.13 442.50 | E 1/2 LTS 14 15 B LK 2 CITY OF TULSA | KINLOCH PARK",High,parsed cleanly,Medium,None observed,High,Included because bid_cost 1965.13 is within 1500 to 2000 and residential_likelihood=Medium.
21350-03-30-12590,Unknown,1527 N XANTHUS AV E,Tulsa,OK,Unknown,S 1/2 LT 17 BLK 2,1561.84,R IMP,44,"297 21350-03-30-12590 1527 N XANTHUS AV E 10,000 R IMP 1,561.84 646.25 | S 1/2 LT 17 BLK 2 CITY OF TULSA | KINLOCH PARK",High,parsed cleanly,High,None observed,High,Included because bid_cost 1561.84 is within 1500 to 2000 and residential_likelihood=High.
21825-03-17-03140,Unknown,2857 E 42 PL N,Tulsa,OK,Unknown,LT 30 BLK 7,1727.25,R IMP,45,"302 21825-03-17-03140 2857 E 42 PL N 7,316 R IMP 1,727.25 332.25 | LT 30 BLK 7 CITY OF TULSA | LAKE-VIEW HGTS AMD RESUB PRT B1-2 & B3-6",High,parsed cleanly,High,None observed,High,Included because bid_cost 1727.25 is within 1500 to 2000 and residential_likelihood=High.
21850-03-17-04300,Unknown,2840 E 45 PL N,Tulsa,OK,Unknown,LT 3 BLK 3,1757.15,R IMP,45,"306 21850-03-17-04300 2840 E 45 PL N 7,728 R IMP 1,757.15 332.25 | LT 3 BLK 3 CITY OF TULSA | LAKE-VIEW HGTS AMD RESUB B2-3 & L46-47 B10",High,parsed cleanly,High,None observed,High,Included because bid_cost 1757.15 is within 1500 to 2000 and residential_likelihood=High.
21850-03-17-04520,Unknown,2863 E 45 ST N,Tulsa,OK,Unknown,LT 25 LESS W2 BLK 3,1580.87,R HS IMP,45,"308 21850-03-17-04520 2863 E 45 ST N 6,300 R HS IMP 1,580.87 332.25 | LT 25 LESS W2 BLK 3 CITY OF TULSA | LAKE-VIEW HGTS AMD RESUB B2-3 & L46-47 B10",High,parsed cleanly,High,None observed,High,Included because bid_cost 1580.87 is within 1500 to 2000 and residential_likelihood=High.
23125-02-25-15060,Unknown,1864 N MADISON PL E,Tulsa,OK,Unknown,LT 5 BLK 5,1974.36,R HS IMP,49,"335 23125-02-25-15060 1864 N MADISON PL E 6,900 R HS IMP 1,974.36 332.25 | LT 5 BLK 5 CITY OF TULSA | LIBERTY 2ND ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1974.36 is within 1500 to 2000 and residential_likelihood=High.
23175-03-30-13240,Unknown,2507 N QUINCY AV E,Tulsa,OK,Unknown,LT 13 BLK 2,1612.5,R IMP,50,"339 23175-03-30-13240 2507 N QUINCY AV E 7,700 R IMP 1,612.50 316.50 | LT 13 BLK 2 CITY OF TULSA | LINCOLN HGTS",High,parsed cleanly,High,None observed,High,Included because bid_cost 1612.50 is within 1500 to 2000 and residential_likelihood=High.
23175-03-30-13500,Unknown,2525 N QUAKER AV E,Tulsa,OK,Unknown,LT 17 BLK 3,1856.04,R HS IMP,50,"340 23175-03-30-13500 2525 N QUAKER AV E 6,720 R HS IMP 1,856.04 348.00 | LT 17 BLK 3 CITY OF TULSA | LINCOLN HGTS",High,parsed cleanly,High,None observed,High,Included because bid_cost 1856.04 is within 1500 to 2000 and residential_likelihood=High.
24675-03-31-13270,Unknown,1404 N ST LOUIS AV E,Tulsa,OK,Unknown,LOT-8-BLK-2,1697.83,R IMP,56,"381 24675-03-31-13270 1404 N ST LOUIS AV E 7,000 R IMP 1,697.83 316.50 | LOT-8-BLK-2 CITY OF TULSA | MAGIC CITY ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1697.83 is within 1500 to 2000 and residential_likelihood=High.
24925-02-36-18110,Unknown,1018 N MADISON AV E,Tulsa,OK,Unknown,LT 4 LESS BEG SWC LT 4 TH N49 E54.81 S49 W54.25,1862.48,R IMP,57,"386 24925-02-36-18110 1018 N MADISON AV E 3,430 R IMP 1,862.48 316.50 | LT 4 LESS BEG SWC LT 4 TH N49 E54.81 S49 W54.25 CITY OF TULSA | POB BLK 6",High,parsed cleanly,High,None observed,High,Included because bid_cost 1862.48 is within 1500 to 2000 and residential_likelihood=High.
25225-03-35-09930,Unknown,7845 E KING ST N,Tulsa,OK,Unknown,LT 29 BLK 3,1713.76,R HS IMP,58,"394 25225-03-35-09930 7845 E KING ST N 7,714 R HS IMP 1,713.76 316.50 | LT 29 BLK 3 CITY OF TULSA | MAPLEWOOD THIRD ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1713.76 is within 1500 to 2000 and residential_likelihood=High.
25775-03-33-10290,Unknown,4328 E INDEPENDENCE,Unknown,OK,Unknown,W.50 E.150 LT 1 BLK 6 ST N,1833.15,R IMP,60,"408 25775-03-33-10290 4328 E INDEPENDENCE 5,000 R IMP 1,833.15 332.25 | W.50 E.150 LT 1 BLK 6 ST N | MARYLAND GARDENS ADDN CITY OF TULSA",High,parsed cleanly,High,None observed,High,Included because bid_cost 1833.15 is within 1500 to 2000 and residential_likelihood=High.
26725-02-25-19570,Unknown,412 E SEMINOLE PL N,Tulsa,OK,Unknown,LOT-28-BLK-12,1869.42,R HS IMP,62,"424 26725-02-25-19570 412 E SEMINOLE PL N 9,000 R HS IMP 1,869.42 316.50 | LOT-28-BLK-12 CITY OF TULSA | MEADOWBROOK ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1869.42 is within 1500 to 2000 and residential_likelihood=High.
26800-02-25-20510,Unknown,224 E WOODROW ST N,Tulsa,OK,Unknown,LT 8 BLK 1,1659.83,R IMP,64,"433 26800-02-25-20510 224 E WOODROW ST N 7,000 R IMP 1,659.83 348.00 | LT 8 BLK 1 CITY OF TULSA | MEADOWVALE ADDN RESUB L6&15 B8 & L6-15 B9",High,parsed cleanly,High,None observed,High,Included because bid_cost 1659.83 is within 1500 to 2000 and residential_likelihood=High.
26925-02-26-02150,Unknown,1624 N MARTIN LUTHER,Unknown,OK,Unknown,LT 7 BLK 1 KING JR B,1635.06,R HS IMP,64,"436 26925-02-26-02150 1624 N MARTIN LUTHER 6,750 R HS IMP 1,635.06 316.50 | LT 7 BLK 1 KING JR B | MELROSE 2ND ADDN CITY OF TULSA",High,parsed cleanly,High,None observed,High,Included because bid_cost 1635.06 is within 1500 to 2000 and residential_likelihood=High.
29650-03-07-05300,Unknown,1376 E 51 PL N,Tulsa,OK,Unknown,LT 5 BLK 7,1807.15,R IMP,77,"522 29650-03-07-05300 1376 E 51 PL N 7,200 R IMP 1,807.15 348.00 | LT 5 BLK 7 CITY OF TULSA | NORTHRIDGE ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1807.15 is within 1500 to 2000 and residential_likelihood=High.
30925-92-05-03680,Unknown,330 S 49 AV W,Tulsa,OK,Unknown,LT 6 BLK 3,1863.14,R IMP,82,"560 30925-92-05-03680 330 S 49 AV W 8,100 R IMP 1,863.14 332.25 | LT 6 BLK 3 CITY OF TULSA | OWNWELL ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1863.14 is within 1500 to 2000 and residential_likelihood=High.
31175-93-06-19415,Unknown,710 S ST LOUIS AV E,Tulsa,OK,Unknown,E/2 LTS 5 & 6 BLK 4,1750.49,R IMP,83,"566 31175-93-06-19415 710 S ST LOUIS AV E 3,500 R IMP 1,750.49 316.50 | E/2 LTS 5 & 6 BLK 4 CITY OF TULSA | PARK DALE AMD",High,parsed cleanly,High,None observed,High,Included because bid_cost 1750.49 is within 1500 to 2000 and residential_likelihood=High.
31175-93-06-19520,Unknown,1520 E 8 ST S,Tulsa,OK,Unknown,W. 56 LTS 1 & 2 & W. 56 OF N 9 LT 3 BLK 5,1627.17,R IMP,83,"567 31175-93-06-19520 1520 E 8 ST S 3,304 R IMP 1,627.17 316.50 | W. 56 LTS 1 & 2 & W. 56 OF N 9 LT 3 BLK 5 CITY OF TULSA | PARK DALE AMD",High,parsed cleanly,High,None observed,High,Included because bid_cost 1627.17 is within 1500 to 2000 and residential_likelihood=High.
32850-02-25-21330,Unknown,1937 N IROQUOIS AV E,Tulsa,OK,Unknown,S 1/2 LT 2 BLK 1,1844.42,R,86,"581 32850-02-25-21330 1937 N IROQUOIS AV E 21,684 R 1,844.42 318.00 | S 1/2 LT 2 BLK 1 CITY OF TULSA | PERSHING ADDN",High,parsed cleanly,Medium,None observed,High,Included because bid_cost 1844.42 is within 1500 to 2000 and residential_likelihood=Medium.
33600-02-35-11090,Unknown,1160 N BOSTON AV E,Tulsa,OK,Unknown,LT 5 BLK 3,1645.95,R IMP,87,"589 33600-02-35-11090 1160 N BOSTON AV E 5,720 R IMP 1,645.95 348.00 | LT 5 BLK 3 CITY OF TULSA | THE POUDER AND POMEROY SECOND ADDN AMD",High,parsed cleanly,High,None observed,High,Included because bid_cost 1645.95 is within 1500 to 2000 and residential_likelihood=High.
34325-03-32-16040,Unknown,721 N COLUMBIA AV E,Tulsa,OK,Unknown,LT 15 BLK 2,1697.16,R IMP,88,"597 34325-03-32-16040 721 N COLUMBIA AV E 7,000 R IMP 1,697.16 316.50 | LT 15 BLK 2 CITY OF TULSA | REDDINS SECOND ADDN RESUB PRT B1-2 REDDINS",High,parsed cleanly,High,None observed,High,Included because bid_cost 1697.16 is within 1500 to 2000 and residential_likelihood=High.
34800-02-25-22520,Unknown,245 E YOUNG ST N,Tulsa,OK,Unknown,LOT-24-BLK-2,1550.2,R HS IMP,90,"608 34800-02-25-22520 245 E YOUNG ST N 7,000 R HS IMP 1,550.20 348.00 | LOT-24-BLK-2 CITY OF TULSA | RESERVOIR VIEW ADDN SUB B3 ACRE GARDENS",High,parsed cleanly,High,None observed,High,Included because bid_cost 1550.20 is within 1500 to 2000 and residential_likelihood=High.
36000-03-22-02500,Unknown,2629 N MAPLEWOOD AV E,Tulsa,OK,Unknown,LT 13 BLK 2,1944.31,R HS IMP,92,"620 36000-03-22-02500 2629 N MAPLEWOOD AV E 6,968 R HS IMP 1,944.31 316.50 | LT 13 BLK 2 CITY OF TULSA | ROBIN DELL",High,parsed cleanly,High,None observed,High,Included because bid_cost 1944.31 is within 1500 to 2000 and residential_likelihood=High.
38675-93-10-06110,Unknown,1321 S DARLINGTON AV E,Tulsa,OK,Unknown,LT 16 BLK 3,1603.63,R HS IMP,99,"668 38675-93-10-06110 1321 S DARLINGTON AV E 8,460 R HS IMP 1,603.63 316.50 | LT 16 BLK 3 CITY OF TULSA | SMITHVILLE ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1603.63 is within 1500 to 2000 and residential_likelihood=High.
40250-03-31-14910,Unknown,1945 E NEWTON ST N,Tulsa,OK,Unknown,W50 E124 S127.5 LT 42,1613.17,R IMP,102,"691 40250-03-31-14910 1945 E NEWTON ST N 6,375 R IMP 1,613.17 332.25 | W50 E124 S127.5 LT 42 CITY OF TULSA | SPRINGDALE ACRE LOT ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1613.17 is within 1500 to 2000 and residential_likelihood=High.
40250-03-31-15190,Unknown,2143 E NEWTON ST N,Tulsa,OK,Unknown,W 50 S 127.5 LT 46,1778.61,R IMP,103,"693 40250-03-31-15190 2143 E NEWTON ST N 6,400 R IMP 1,778.61 316.50 | W 50 S 127.5 LT 46 CITY OF TULSA | SPRINGDALE ACRE LOT ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1778.61 is within 1500 to 2000 and residential_likelihood=High.
40525-02-24-09360,Unknown,2803 N FRANKFORT AV E,Tulsa,OK,Unknown,LOT-12-BLK-5,1841.81,R IMP,104,"704 40525-02-24-09360 2803 N FRANKFORT AV E 10,080 R IMP 1,841.81 348.00 | LOT-12-BLK-5 CITY OF TULSA | STANDARD HGTS AMD",High,parsed cleanly,High,None observed,High,Included because bid_cost 1841.81 is within 1500 to 2000 and residential_likelihood=High.
40825-02-13-08310,Unknown,4337 N GARRISON AV E,Tulsa,OK,Unknown,LT 25 BLK 6,1697.16,R IMP,107,"725 40825-02-13-08310 4337 N GARRISON AV E 8,160 R IMP 1,697.16 332.25 | LT 25 BLK 6 CITY OF TULSA | SUBURBAN ACRES SECOND",High,parsed cleanly,High,None observed,High,Included because bid_cost 1697.16 is within 1500 to 2000 and residential_likelihood=High.
40850-02-12-07890,Unknown,513 E 47 PL N,Tulsa,OK,Unknown,LT 18 BLK 7,1954.71,R IMP,110,"743 40850-02-12-07890 513 E 47 PL N 7,200 R IMP 1,954.71 316.50 | LT 18 BLK 7 CITY OF TULSA | SUBURBAN ACRES THIRD ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1954.71 is within 1500 to 2000 and residential_likelihood=High.
40850-02-12-07900,Unknown,517 E 47 PL N,Tulsa,OK,Unknown,LT 19 BLK 7,1771.82,R IMP,110,"744 40850-02-12-07900 517 E 47 PL N 7,680 R IMP 1,771.82 332.25 | LT 19 BLK 7 CITY OF TULSA | SUBURBAN ACRES THIRD ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1771.82 is within 1500 to 2000 and residential_likelihood=High.
41025-02-01-00960,Unknown,5623 N GARRISON AV E,Tulsa,OK,Unknown,LOT-24-BLK-12,1995.13,R IMP,112,"757 41025-02-01-00960 5623 N GARRISON AV E 7,200 R IMP 1,995.13 316.50 | LOT-24-BLK-12 CITY OF TULSA | SUBURBAN HILLS ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1995.13 is within 1500 to 2000 and residential_likelihood=High.
41025-02-01-04720,Unknown,5807 N GARRISON PL E,Tulsa,OK,Unknown,LT 10 BLK 6,1943.13,R IMP,113,"763 41025-02-01-04720 5807 N GARRISON PL E 7,200 R IMP 1,943.13 316.50 | LT 10 BLK 6 CITY OF TULSA | SUBURBAN HILLS ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1943.13 is within 1500 to 2000 and residential_likelihood=High.
41025-02-01-06260,Unknown,5816 N ELGIN AV E,Tulsa,OK,Unknown,LT 2 BLK 17,1675.57,R IMP,114,"772 41025-02-01-06260 5816 N ELGIN AV E 7,336 R IMP 1,675.57 348.00 | LT 2 BLK 17 CITY OF TULSA | SUBURBAN HILLS ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1675.57 is within 1500 to 2000 and residential_likelihood=High.
41300-02-25-24430,Unknown,1133 E ZION ST N,Tulsa,OK,Unknown,W 43' LT 2 BLK 1,1900.47,R IMP,115,"779 41300-02-25-24430 1133 E ZION ST N 6,450 R IMP 1,900.47 363.75 | W 43' LT 2 BLK 1 CITY OF TULSA | SUNNY SLOPE ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1900.47 is within 1500 to 2000 and residential_likelihood=High.
43150-92-08-03800,Unknown,817 S 64 AV W,Tulsa,OK,Unknown,LT 24 BLK 1,1916.47,R IMP,118,"798 43150-92-08-03800 817 S 64 AV W 7,000 R IMP 1,916.47 316.50 | LT 24 BLK 1 CITY OF TULSA | TRIMBLE SUB",High,parsed cleanly,High,None observed,High,Included because bid_cost 1916.47 is within 1500 to 2000 and residential_likelihood=High.
43300-03-29-10720,Unknown,2232 N ATLANTA PL E,Tulsa,OK,Unknown,LT 108 BK 11,1850.48,R IMP,118,"804 43300-03-29-10720 2232 N ATLANTA PL E 5,000 R IMP 1,850.48 363.75 | LT 108 BK 11 CITY OF TULSA | TULSA HGTS",High,parsed cleanly,High,None observed,High,Included because bid_cost 1850.48 is within 1500 to 2000 and residential_likelihood=High.
44200-02-11-00330,Unknown,44 E 50 CT N,Tulsa,OK,Unknown,LT 1 BLK 3,1851.92,R IMP,121,"822 44200-02-11-00330 44 E 50 CT N 8,307 R IMP 1,851.92 348.00 | LT 1 BLK 3 CITY OF TULSA | VALLEY VIEW ACRES",High,parsed cleanly,High,None observed,High,Included because bid_cost 1851.92 is within 1500 to 2000 and residential_likelihood=High.
44225-02-12-11500,Unknown,205 E 53 ST N,Tulsa,OK,Unknown,LT 20 BLK 42,1824.48,R IMP,125,"851 44225-02-12-11500 205 E 53 ST N 8,092 R IMP 1,824.48 348.00 | LT 20 BLK 42 CITY OF TULSA | VALLEY VIEW ACRES SECOND ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1824.48 is within 1500 to 2000 and residential_likelihood=High.
44250-02-12-14160,Unknown,5419 N HARTFORD AV E,Tulsa,OK,Unknown,LT 10 BLK 51,1697.83,R IMP,126,"858 44250-02-12-14160 5419 N HARTFORD AV E 7,800 R IMP 1,697.83 332.25 | LT 10 BLK 51 CITY OF TULSA | VALLEY VIEW ACRES THIRD ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1697.83 is within 1500 to 2000 and residential_likelihood=High.
44250-02-12-16300,Unknown,253 E 55 ST N,Tulsa,OK,Unknown,LT 6 BLK 59,1697.83,R IMP,128,"870 44250-02-12-16300 253 E 55 ST N 7,200 R IMP 1,697.83 348.00 | LT 6 BLK 59 CITY OF TULSA | VALLEY VIEW ACRES THIRD ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1697.83 is within 1500 to 2000 and residential_likelihood=High.
44675-92-08-04450,Unknown,5128 W CHARLES PAGE,Unknown,OK,Unknown,LT 5 BLK 2 BV S,1783.15,R IMP,130,"884 44675-92-08-04450 5128 W CHARLES PAGE 15,000 R IMP 1,783.15 379.50 | LT 5 BLK 2 BV S | VERN SUB AMD CITY OF TULSA",High,parsed cleanly,High,None observed,High,Included because bid_cost 1783.15 is within 1500 to 2000 and residential_likelihood=High.
47175-03-29-18430,Unknown,1903 N FLORENCE PL E,Tulsa,OK,Unknown,LT-13-BLK-3,1549.17,R HS IMP,135,"921 47175-03-29-18430 1903 N FLORENCE PL E 7,995 R HS IMP 1,549.17 316.50 | LT-13-BLK-3 CITY OF TULSA | WILKERSON HGTS",High,parsed cleanly,High,None observed,High,Included because bid_cost 1549.17 is within 1500 to 2000 and residential_likelihood=High.
47650-03-19-08630,Unknown,2689 N QUAKER AV E,Tulsa,OK,Unknown,LT-4-BLK-2,1609.17,R IMP,136,"926 47650-03-19-08630 2689 N QUAKER AV E 7,000 R IMP 1,609.17 363.75 | LT-4-BLK-2 CITY OF TULSA | WINSTEAD ADDN",High,parsed cleanly,High,None observed,High,Included because bid_cost 1609.17 is within 1500 to 2000 and residential_likelihood=High.
