parcel_id,owner_name,property_address,city,state,zip_code,bid_cost,legal_description,property_type,source_page,raw_text,extraction_confidence,property_use_flag
80610-84-11-13900,Unknown,802 N CEDAR AV W,Broken Arrow,OK,Unknown,1083.22,LTS 13 14 BLK 8,R IMP,176,"1205 80610-84-11-13900 802 N CEDAR AV W 7,000 R IMP 1,083.22 332.25 | LTS 13 14 BLK 8 CITY OF BROKEN ARROW | NORTH SIDE ADDN",High,Residential/improved-looking
99026-90-26-34620,Unknown,4403 S 208 AV W,Unknown,OK,Unknown,1084.3,TR 15 DONDONNA ACRES BEG 635E & 699.39N SWC TULSA COUNTY MH NOT INCLUDED,R,199,"1345 99026-90-26-34620 4403 S 208 AV W 90,689 R 1,084.30 286.50 | TR 15 DONDONNA ACRES BEG 635E & 699.39N SWC TULSA COUNTY MH NOT INCLUDED | NW TH E300 N148.61 NWLY ON CRV 176.41 NW281.94",High,Residential/improved-looking
43300-03-29-14980,Unknown,1728 N ATLANTA CT E,Tulsa,OK,Unknown,1094.55,LT 544 BK 41,R IMP,119,"811 43300-03-29-14980 1728 N ATLANTA CT E 5,000 R IMP 1,094.55 348.00 | LT 544 BK 41 CITY OF TULSA | TULSA HGTS",High,Residential/improved-looking
25500-03-29-05850,Unknown,2604 E TECUMSEH ST N,Tulsa,OK,Unknown,1095.22,W.45 OF LT 3 BLK 1,R IMP,59,"397 25500-03-29-05850 2604 E TECUMSEH ST N 6,030 R IMP 1,095.22 348.00 | W.45 OF LT 3 BLK 1 CITY OF TULSA | MARTIN ADDN",High,Residential/improved-looking
31125-92-27-16860,Unknown,4212 S 26 AV W,Tulsa,OK,Unknown,1097.08,LT 3 BLK 2 & E5 VAC ALLEY ADJ ON W,R IMP,83,"564 31125-92-27-16860 4212 S 26 AV W 7,000 R IMP 1,097.08 363.75 | LT 3 BLK 2 & E5 VAC ALLEY ADJ ON W CITY OF TULSA | PARK ADDN - RED FORK",High,Residential/improved-looking
47650-03-19-08360,Unknown,ADDRESS UNKNOWN,Tulsa,OK,Unknown,1099.89,LT-1-BLK-1,R,135,"922 47650-03-19-08360 ADDRESS UNKNOWN 8,450 R 1,099.89 302.25 | LT-1-BLK-1 CITY OF TULSA | WINSTEAD ADDN",Medium,Address unclear
47650-03-19-08370,Unknown,ADDRESS UNKNOWN,Tulsa,OK,Unknown,1099.89,LT-2-BLK-1,R,136,"923 47650-03-19-08370 ADDRESS UNKNOWN 6,500 R 1,099.89 302.25 | LT-2-BLK-1 CITY OF TULSA | WINSTEAD ADDN",Medium,Address unclear
47650-03-19-08580,Unknown,ADDRESS UNKNOWN,Tulsa,OK,Unknown,1099.89,LT-23-BLK-1,R,136,"924 47650-03-19-08580 ADDRESS UNKNOWN 6,500 R 1,099.89 302.25 | LT-23-BLK-1 CITY OF TULSA | WINSTEAD ADDN",Medium,Address unclear
47650-03-19-08590,Unknown,ADDRESS UNKNOWN,Tulsa,OK,Unknown,1099.89,LT-24-BLK-1,R,136,"925 47650-03-19-08590 ADDRESS UNKNOWN 8,450 R 1,099.89 302.25 | LT-24-BLK-1 CITY OF TULSA | WINSTEAD ADDN",Medium,Address unclear
21350-03-30-12520,Unknown,2005 E PINE ST N,Tulsa,OK,Unknown,1129.22,N 80 S 85 W. 1/2 LT 14 BLK 2,C IMP,44,"295 21350-03-30-12520 2005 E PINE ST N 7,879 C IMP 1,129.22 442.50 | N 80 S 85 W. 1/2 LT 14 BLK 2 CITY OF TULSA | KINLOCH PARK",High,Commercial-looking
15275-03-19-03980,Unknown,2819 N YORKTOWN AV E,Tulsa,OK,Unknown,1131.88,LT 10 BLK 2,R IMP,32,"217 15275-03-19-03980 2819 N YORKTOWN AV E 7,020 R IMP 1,131.88 332.25 | LT 10 BLK 2 CITY OF TULSA | FRED THOMPSON ADDN",High,Residential/improved-looking
25575-03-19-05190,Unknown,2735 N QUINCY AV E,Tulsa,OK,Unknown,1147.21,LT 4 BLK 2,R IMP,59,"402 25575-03-19-05190 2735 N QUINCY AV E 7,000 R IMP 1,147.21 316.50 | LT 4 BLK 2 CITY OF TULSA | MARTIN ROLL ADDN",High,Residential/improved-looking
43300-03-29-09940,Unknown,2311 N ATLANTA AV E,Tulsa,OK,Unknown,1179.88,LT 29 BK 4,R IMP,118,"802 43300-03-29-09940 2311 N ATLANTA AV E 5,000 R IMP 1,179.88 332.25 | LT 29 BK 4 CITY OF TULSA | TULSA HGTS",High,Residential/improved-looking
40875-02-13-11530,Unknown,210 E 44 ST N,Tulsa,OK,Unknown,1184.93,LOT 18 BLK 6,R HS IMP,111,"751 40875-02-13-11530 210 E 44 ST N 7,200 R HS IMP 1,184.93 316.50 | LOT 18 BLK 6 CITY OF TULSA | SUBURBAN ACRES FOURTH ADDN",High,Residential/improved-looking
57845-73-14-53590,Unknown,14750 S GRANT ST W,City Of Bixby,OK,Unknown,1194.46,LT 9 BLK 1,C,156,"1063 57845-73-14-53590 14750 S GRANT ST W 12,000 C 1,194.46 381.00 | LT 9 BLK 1 CITY OF BIXBY | MORRIS BRIGHT INDUSTRIAL PARK ADDN",High,Commercial-looking
99026-90-26-37752,Unknown,4539 S 208 AV W,Unknown,OK,Unknown,1195.21,BEG 330S & 935E NWC SW TH E787 N193 W687 N627 TULSA COUNTY MH NOT INCLUDED,R IMP,199,"1346 99026-90-26-37752 4539 S 208 AV W 214,591 R IMP 1,195.21 316.50 | BEG 330S & 935E NWC SW TH E787 N193 W687 N627 TULSA COUNTY MH NOT INCLUDED | W100 S820 POB SEC 26 19 10 4.926ACS",High,Residential/improved-looking
00900-02-35-00210,Unknown,1141 N BOSTON PL E,Tulsa,OK,Unknown,1197.21,LT 21 BLK 1,R IMP,2,"10 00900-02-35-00210 1141 N BOSTON PL E 6,900 R IMP 1,197.21 332.25 | LT 21 BLK 1 CITY OF TULSA | ADAMS RESUB B1 THE POUDER AND POMEROY",High,Residential/improved-looking
24925-02-36-17420,Unknown,1084 N NORFOLK AV E,Tulsa,OK,Unknown,1199.79,LT 1 BLK 3,R HS IMP,56,"383 24925-02-36-17420 1084 N NORFOLK AV E 5,000 R HS IMP 1,199.79 395.25 | LT 1 BLK 3 CITY OF TULSA | MANN'S ADDN",High,Residential/improved-looking
26725-02-25-16640,Unknown,515 E UTE ST N,Tulsa,OK,Unknown,1216.55,S.112' LOT 18-BLK-1,R HS IMP,61,"417 26725-02-25-16640 515 E UTE ST N 6,720 R HS IMP 1,216.55 348.00 | S.112' LOT 18-BLK-1 CITY OF TULSA | MEADOWBROOK ADDN",High,Residential/improved-looking
47100-03-31-17080,Unknown,1229 N ROCKFORD AV E,Tulsa,OK,Unknown,1222.54,LT-13-BLK-1,R IMP,135,"919 47100-03-31-17080 1229 N ROCKFORD AV E 6,075 R IMP 1,222.54 332.25 | LT-13-BLK-1 CITY OF TULSA | WILDMAN'S ADDN",High,Residential/improved-looking
06625-92-27-04570,Unknown,4621 S 29 AV W,Tulsa,OK,Unknown,1228.54,LT 6 BLK 17,R,14,"91 06625-92-27-04570 4621 S 29 AV W 6,345 R 1,228.54 286.50 | LT 6 BLK 17 CITY OF TULSA | CARBONDALE",High,Residential/improved-looking
22175-92-08-02140,Unknown,6037 W 9 ST S,Tulsa,OK,Unknown,1229.87,LT 11 BLK 4,R IMP,47,"318 22175-92-08-02140 6037 W 9 ST S 7,500 R IMP 1,229.87 348.00 | LT 11 BLK 4 CITY OF TULSA | LAWNWOOD ADDN",High,Residential/improved-looking
29650-03-07-06380,Unknown,4936 N ST LOUIS AV E,Tulsa,OK,Unknown,1257.12,LT 17 BLK 10,R HS IMP,77,"526 29650-03-07-06380 4936 N ST LOUIS AV E 8,662 R HS IMP 1,257.12 316.50 | LT 17 BLK 10 CITY OF TULSA | NORTHRIDGE ADDN",High,Residential/improved-looking
18650-93-06-13240,Unknown,628 S YORKTOWN AV E,Tulsa,OK,Unknown,1261.2,LT 7 BLK 16,R IMP,40,"267 18650-93-06-13240 628 S YORKTOWN AV E 6,150 R IMP 1,261.20 426.75 | LT 7 BLK 16 CITY OF TULSA | HILLCREST ADDN",High,Residential/improved-looking
99029-90-29-20530,Unknown,4201 S 252 AV W,Unknown,OK,Unknown,1268.53,E380 W760 S330 N660 E/2 NW LESS W25 THEREOF TULSA COUNTY,R,200,"1349 99029-90-29-20530 4201 S 252 AV W 117,150 R 1,268.53 286.50 | E380 W760 S330 N660 E/2 NW LESS W25 THEREOF TULSA COUNTY | FOR RD SEC 29 19 10 2.69ACS TR D",High,Residential/improved-looking
21825-03-17-04060,Unknown,4427 N EVANSTON PL E,Tulsa,OK,Unknown,1273.2,LT 40 BLK 10,R IMP,45,"305 21825-03-17-04060 4427 N EVANSTON PL E 7,788 R IMP 1,273.20 379.50 | LT 40 BLK 10 CITY OF TULSA | LAKE-VIEW HGTS AMD RESUB PRT B1-2 & B3-6",High,Residential/improved-looking
41025-02-01-04710,Unknown,5901 N GARRISON PL E,Tulsa,OK,Unknown,1273.2,LT 9 BLK 6,R IMP,112,"762 41025-02-01-04710 5901 N GARRISON PL E 7,200 R IMP 1,273.20 316.50 | LT 9 BLK 6 CITY OF TULSA | SUBURBAN HILLS ADDN",High,Residential/improved-looking
41025-02-01-05430,Unknown,522 E 59 ST N,Tulsa,OK,Unknown,1273.2,LT 16 BLK 9,R IMP,113,"769 41025-02-01-05430 522 E 59 ST N 7,200 R IMP 1,273.20 363.75 | LT 16 BLK 9 CITY OF TULSA | SUBURBAN HILLS ADDN",High,Residential/improved-looking
54500-92-28-08600,Unknown,4224 S 47 AV W,Unknown,OK,Unknown,1280.6,E/2 E/2 LT 3 LESS N218.4 THEREOF TULSA COUNTY,R,147,"1004 54500-92-28-08600 4224 S 47 AV W 15,300 R 1,280.60 333.75 | E/2 E/2 LT 3 LESS N218.4 THEREOF TULSA COUNTY | YARGEE ACRES",High,Residential/improved-looking
43300-03-29-12660,Unknown,2022 N LEWIS PL E,City Of Tulsa Structure Removed,OK,Unknown,1289.87,LT 304 BK 25,R,119,"807 43300-03-29-12660 2022 N LEWIS PL E 5,000 R 1,289.87 363.75 | LT 304 BK 25 CITY OF TULSA STRUCTURE REMOVED | TULSA HGTS",High,Residential/improved-looking
52625-92-28-06480,Unknown,4311 W 43 ST S,Unknown,OK,Unknown,1294.53,PRT BLK 8 BEG NWC TH E123.5 SWLY100 W TO PT TULSA COUNTY,R IMP,139,"946 52625-92-28-06480 4311 W 43 ST S 32,027 R IMP 1,294.53 332.25 | PRT BLK 8 BEG NWC TH E123.5 SWLY100 W TO PT TULSA COUNTY | S206.2 W100 N306.2 POB",High,Residential/improved-looking
05850-03-30-04070,Unknown,1844 N TRENTON AV E,Tulsa,OK,Unknown,1297.53,LT 22 & S25 VAC UTE ST ON N BLK 8,R HS IMP,12,"82 05850-03-30-04070 1844 N TRENTON AV E 10,500 R HS IMP 1,297.53 332.25 | LT 22 & S25 VAC UTE ST ON N BLK 8 CITY OF TULSA | BULLETTE HGTS 2ND ADDN",High,Residential/improved-looking
63725-12-13-01480,Unknown,115 N FRANKFORT AV E,City Of Sperry,OK,Unknown,1303.24,LT 2 BLK 6,R IMP,167,"1140 63725-12-13-01480 115 N FRANKFORT AV E 8,960 R IMP 1,303.24 316.50 | LT 2 BLK 6 CITY OF SPERRY | LOLLAR ADDN",High,Residential/improved-looking
03350-03-31-03600,Unknown,1140 N WHEELING AV E,City Of Tulsa Structure Removed,OK,Unknown,1313.58,LT-1-BLK-7,R,8,"48 03350-03-31-03600 1140 N WHEELING AV E 7,000 R 1,313.58 316.50 | LT-1-BLK-7 CITY OF TULSA STRUCTURE REMOVED | BERRY-HART ADDN",High,Residential/improved-looking
90212-02-12-26700,Unknown,1118 E 50 PL N,Tulsa,OK,Unknown,1317.38,TR 24 W140 E1320 S305 N/2 N/2 SE SEC 12 20 12,R HS IMP,182,"1241 90212-02-12-26700 1118 E 50 PL N 42,689 R HS IMP 1,317.38 316.50 | TR 24 W140 E1320 S305 N/2 N/2 SE SEC 12 20 12 CITY OF TULSA | .980AC",High,Residential/improved-looking
24275-93-06-15060,Unknown,1415 E ADMIRAL BV N,Tulsa,OK,Unknown,1319.86,LT 15 BLK 6,C IMP,54,"369 24275-93-06-15060 1415 E ADMIRAL BV N 6,500 C IMP 1,319.86 332.25 | LT 15 BLK 6 CITY OF TULSA | LYNCH & FORSYTHE'S ADDN",High,Commercial-looking
52500-03-06-00190,Unknown,2307 E 56 ST N,Unknown,OK,Unknown,1326.96,LT 5 BLK 2 TULSA COUNTY,R HS IMP,139,"943 52500-03-06-00190 2307 E 56 ST N 18,900 R HS IMP 1,326.96 316.50 | LT 5 BLK 2 TULSA COUNTY | BELFLOWER HGTS",High,Residential/improved-looking
23175-03-30-13510,Unknown,2529 N QUAKER AV E,Tulsa,OK,Unknown,1358.53,LT 18 BLK 3,R IMP,50,"341 23175-03-30-13510 2529 N QUAKER AV E 7,280 R IMP 1,358.53 442.50 | LT 18 BLK 3 CITY OF TULSA | LINCOLN HGTS",High,Residential/improved-looking
44650-92-04-12680,Unknown,224 N 46 AV W,Tulsa,OK,Unknown,1378.52,LT 41 BLK D,C,129,"880 44650-92-04-12680 224 N 46 AV W 15,000 C 1,378.52 302.25 | LT 41 BLK D CITY OF TULSA | VERN HGTS SUB",High,Commercial-looking
40800-02-13-06680,Unknown,4213 N IROQUOIS AV E,Tulsa,OK,Unknown,1416.75,LT 25 BK 7,R IMP,106,"720 40800-02-13-06680 4213 N IROQUOIS AV E 9,100 R IMP 1,416.75 316.50 | LT 25 BK 7 CITY OF TULSA | SUBURBAN ACRES AMD",High,Residential/improved-looking
16250-92-05-00670,Unknown,417 S 55 AV W,Tulsa,OK,Unknown,1417.19,S/2 W/2 OF LT 3 BLK 2,R IMP,35,"237 16250-92-05-00670 417 S 55 AV W 9,450 R IMP 1,417.19 332.25 | S/2 W/2 OF LT 3 BLK 2 CITY OF TULSA | GLEN ACRES SUB-WEKIWA",High,Residential/improved-looking
05400-02-25-04330,Unknown,524 E YOUNG ST N,Tulsa,OK,Unknown,1418.58,LT 8 BLK 3,R IMP,11,"75 05400-02-25-04330 524 E YOUNG ST N 6,720 R IMP 1,418.58 332.25 | LT 8 BLK 3 CITY OF TULSA | BROOKDALE INVESTMENT CO'S RESUB PT B1-4",High,Residential/improved-looking
34425-02-25-22000,Unknown,2120 N FRANKFORT PL E,Tulsa,OK,Unknown,1429.85,LOT-11-BLK-3,R IMP,89,"600 34425-02-25-22000 2120 N FRANKFORT PL E 6,325 R IMP 1,429.85 395.25 | LOT-11-BLK-3 CITY OF TULSA | REEDLAWN ADDN",High,Residential/improved-looking
37225-93-16-14530,Unknown,4021 E 28 ST S,Tulsa,OK,Unknown,1437.18,LOT 1 BLK 2,R,94,"637 37225-93-16-14530 4021 E 28 ST S 9,289 R 1,437.18 318.00 | LOT 1 BLK 2 CITY OF TULSA | SANTA MONICA ADDN RESUB PRT B2-3 EXPOSITION",High,Residential/improved-looking
44250-02-12-15060,Unknown,618 E 55 ST N,Tulsa,OK,Unknown,1443.18,LT 4 BLK 54,R IMP,127,"863 44250-02-12-15060 618 E 55 ST N 7,200 R IMP 1,443.18 332.25 | LT 4 BLK 54 CITY OF TULSA | VALLEY VIEW ACRES THIRD ADDN",High,Residential/improved-looking
40875-02-13-11410,Unknown,257 E 43 ST N,Tulsa,OK,Unknown,1445.45,LOT 6 BLK 6,R IMP,111,"750 40875-02-13-11410 257 E 43 ST N 8,775 R IMP 1,445.45 332.25 | LOT 6 BLK 6 CITY OF TULSA | SUBURBAN ACRES FOURTH ADDN",High,Residential/improved-looking
40925-92-26-01220,Unknown,4744 S TACOMA AV W,Tulsa,OK,Unknown,1458.03,LOT 7 BLK 3,R HS IMP,111,"752 40925-92-26-01220 4744 S TACOMA AV W 17,600 R HS IMP 1,458.03 332.25 | LOT 7 BLK 3 CITY OF TULSA | SUBURBAN HIGHLANDS",High,Residential/improved-looking
00575-93-06-00770,Unknown,405 S WHEELING AV E,Tulsa,OK,Unknown,1468.51,LT 24 S3.4 LT 25 BLK 6,R IMP,1,"1 00575-93-06-00770 405 S WHEELING AV E 3,920 R IMP 1,468.51 567.50 | LT 24 S3.4 LT 25 BLK 6 CITY OF TULSA | ABDO'S ADDN",High,Residential/improved-looking
21875-03-17-04770,Unknown,4004 N DELAWARE AV E,Tulsa,OK,Unknown,1482.9,LT 4 BLK 2,R HS IMP,46,"309 21875-03-17-04770 4004 N DELAWARE AV E 7,410 R HS IMP 1,482.90 395.25 | LT 4 BLK 2 CITY OF TULSA | LAKEVIEW HGTS SECOND ADDN",High,Residential/improved-looking
20625-92-04-05790,Unknown,402 S 33 AV W,Tulsa,OK,Unknown,1483.85,LT 1 BLK B,R IMP,43,"292 20625-92-04-05790 402 S 33 AV W 7,000 R IMP 1,483.85 348.00 | LT 1 BLK B CITY OF TULSA | JOE SUB",High,Residential/improved-looking
90318-03-18-02670,Unknown,4406 N LEWIS AV E,Tulsa,OK,Unknown,1485.18,S198 N/2 S/2 NE NE LESS N66 E300 & LESS E30 S132,A IMP,184,"1256 90318-03-18-02670 4406 N LEWIS AV E 237,402 A IMP 1,485.18 363.75 | S198 N/2 S/2 NE NE LESS N66 E300 & LESS E30 S132 CITY OF TULSA | THEREOF FOR RD SEC 18 20 13 5.454ACS",High,Residential/improved-looking
24925-02-36-17470,Unknown,1062 N NORFOLK AV E,Tulsa,OK,Unknown,1497.18,LT 6 BLK 3,R IMP,57,"385 24925-02-36-17470 1062 N NORFOLK AV E 5,000 R IMP 1,497.18 348.00 | LT 6 BLK 3 CITY OF TULSA | MANN'S ADDN",High,Residential/improved-looking
